iter	MultiClass
318	1.322969886
319	1.321145721
320	1.319009942
321	1.316472506
322	1.315309404
323	1.314549386
324	1.312703212
325	1.311485377
326	1.309039982
327	1.307273371
328	1.305722216
329	1.304261582
330	1.302873091
331	1.300620576
332	1.298423671
333	1.297127493
334	1.295053691
335	1.293882269
336	1.292433315
337	1.290178872
338	1.288734583
339	1.287359617
340	1.285953107
341	1.285460491
342	1.283804721
343	1.281373643
344	1.279648615
345	1.277698321
346	1.276236618
347	1.274580705
348	1.271937584
349	1.270363408
350	1.268353879
351	1.266154709
352	1.264313014
353	1.262522989
354	1.260564596
355	1.259712019
356	1.2578248
357	1.25589887
358	1.254329675
359	1.252418807
360	1.250365369
361	1.249005631
362	1.247484066
363	1.246065333
364	1.244228035
365	1.2423796
366	1.240598401
367	1.23951297
368	1.23761389
369	1.235894343
370	1.233244835
371	1.231051418
372	1.229216703
373	1.226353544
374	1.224980466
375	1.223393807
376	1.222012208
377	1.221082871
378	1.220400363
379	1.218639331
380	1.216942723
381	1.215503429
382	1.213573779
383	1.211551138
384	1.208824679
385	1.208031963
386	1.206570305
387	1.205166442
388	1.203512491
389	1.200934443
390	1.199876588
391	1.197828209
392	1.196760583
393	1.195823727
394	1.194084961
395	1.192737507
396	1.191248315
397	1.189728273
398	1.188566753
399	1.186684308
400	1.185594979
401	1.183858218
402	1.182441973
403	1.18038145
404	1.177903738
405	1.176758555
406	1.174586516
407	1.172844434
408	1.171845278
409	1.170902258
410	1.168912701
411	1.167323756
412	1.166214798
413	1.164845384
414	1.163743165
415	1.162358581
416	1.159624515
417	1.158193643
418	1.156851987
419	1.155895777
420	1.155201843
421	1.154263163
422	1.152905245
423	1.151841931
424	1.15011328
425	1.149131275
426	1.147198519
427	1.145048583
428	1.14409635
429	1.142976976
430	1.141920895
431	1.140546377
432	1.139121673
433	1.138105458
434	1.136390507
435	1.135058042
436	1.133959249
437	1.132620252
438	1.131533465
439	1.130152568
440	1.129112527
441	1.128291539
442	1.126367674
443	1.12559914
444	1.124217
445	1.122472227
446	1.121655432
447	1.12004871
448	1.119105589
449	1.117536012
450	1.115375577
451	1.113783985
452	1.112451358
453	1.111005115
454	1.109731708
455	1.108096592
456	1.107112079
457	1.106370754
458	1.105073895
459	1.1038922
460	1.102780115
461	1.101143247
462	1.100173948
463	1.09893729
464	1.096954695
465	1.096085931
466	1.094827375
467	1.094100391
468	1.093279903
469	1.092024274
470	1.08987041
471	1.088810621
472	1.087399117
473	1.086031121
474	1.085005803
475	1.083918466
476	1.081960003
477	1.080642719
478	1.080179081
479	1.079463216
480	1.077985422
481	1.076789307
482	1.076071529
483	1.074622464
484	1.073296021
485	1.072445162
486	1.07128966
487	1.070455809
488	1.069146569
489	1.068211285
490	1.067369188
491	1.065533375
492	1.06364569
493	1.061896607
494	1.060651126
495	1.059612236
496	1.058864687
497	1.05811499
498	1.057325321
499	1.055990728
500	1.054329548
501	1.053538961
502	1.052356861
503	1.051305283
504	1.050347212
505	1.049290481
506	1.048385964
507	1.047561815
508	1.046669872
509	1.045936685
510	1.044949518
511	1.043350467
512	1.041861566
513	1.040984206
514	1.040467372
515	1.0395527
516	1.037997507
517	1.037200001
518	1.036131773
519	1.035015181
520	1.033974797
521	1.033007789
522	1.032624622
523	1.031741791
524	1.030606845
525	1.029404426
526	1.027463753
527	1.026527123
528	1.025703093
529	1.024400803
530	1.023168759
531	1.02139889
532	1.019968858
533	1.018948893
534	1.018046629
535	1.017253093
536	1.016280649
537	1.016013359
538	1.014954482
539	1.014201173
540	1.013635551
541	1.012608724
542	1.011464587
543	1.010445917
544	1.008819056
545	1.008032832
546	1.007253936
547	1.00650468
548	1.005136866
549	1.004403231
550	1.003155797
551	1.002346247
552	1.001046795
553	1.000477671
554	0.9994323111
555	0.9988277847
556	0.9975010536
557	0.9962784634
558	0.9956749326
559	0.9945840035
560	0.9934541756
561	0.9922980996
562	0.9913868004
563	0.9905752671
564	0.9889101272
565	0.9874650693
566	0.9861724041
567	0.9851378621
568	0.9844018767
569	0.9834941073
570	0.9826851736
571	0.9819614313
572	0.9807669041
573	0.980131832
574	0.9787866146
575	0.9773392001
576	0.9765249497
577	0.9753237415
578	0.9742429843
579	0.9736774877
580	0.9722433962
581	0.9709014603
582	0.9695289999
583	0.9685153212
584	0.9672741194
585	0.9666928052
586	0.9656405238
587	0.9645852659
588	0.9639960807
589	0.9633182419
590	0.9618898486
591	0.960739413
592	0.9595892538
593	0.9587197757
594	0.9581485241
595	0.9566231559
596	0.9559246234
597	0.9553047031
598	0.9540238554
599	0.9532280519
600	0.9521342731
601	0.9514389477
602	0.9506182746
603	0.9498436172
604	0.9488855861
605	0.948059864
606	0.9472784413
607	0.946106374
608	0.9449318276
609	0.9438950977
610	0.9428873031
611	0.9417739044
612	0.9409351398
613	0.9404702359
614	0.9399756164
615	0.9386733413
616	0.9377615475
617	0.9367441466
618	0.9359061335
619	0.9353282397
620	0.9345500786
621	0.9334192652
622	0.9328630648
623	0.9313570088
624	0.9297522124
625	0.9290662405
626	0.9283632733
627	0.9279782123
628	0.9273964315
629	0.9262845324
630	0.9253312741
631	0.9248716176
632	0.9244821488
633	0.9233742289
634	0.9223717901
635	0.9217750806
636	0.9209003151
637	0.9200934865
638	0.9188925984
639	0.9181419311
640	0.9174822485
641	0.9162902344
642	0.9156180906
643	0.9151093937
644	0.9140042922
645	0.9133596869
646	0.9121756015
647	0.9112452937
648	0.9107527295
649	0.9103715821
650	0.9092975357
651	0.9087346524
652	0.9076977266
653	0.9071308477
654	0.9065524094
655	0.906228853
656	0.9053861389
657	0.9044656658
658	0.9033830644
659	0.9029267065
660	0.901899285
661	0.9009309354
662	0.8996913266
663	0.8987815921
664	0.8982171347
665	0.8975724026
666	0.8973024759
667	0.8970742331
668	0.8962750781
669	0.8956419491
670	0.8949077642
671	0.893723588
672	0.893235031
673	0.8924687734
674	0.8920154225
675	0.8916619727
676	0.8908812428
677	0.8903993487
678	0.8898180341
679	0.8889913174
680	0.888052651
681	0.8878370417
682	0.8872187175
683	0.886036011
684	0.8850550115
685	0.883668077
686	0.8832268373
687	0.882327385
688	0.881903364
689	0.8811546151
690	0.8806158641
691	0.8797942996
692	0.8790051028
693	0.8784679769
694	0.8779689765
695	0.877321912
696	0.8766106753
697	0.8758575139
698	0.8751089593
699	0.8748203098
700	0.8740879273
701	0.8733151516
702	0.8727186389
703	0.8723402181
704	0.8718635358
705	0.8711768185
706	0.8706018939
707	0.8699045498
708	0.8694545067
709	0.8690849258
710	0.8682384679
711	0.8675556153
712	0.8672207321
713	0.8663398266
714	0.8656339445
715	0.8649913362
716	0.8641171142
717	0.8635752626
718	0.862997875
719	0.8623544735
720	0.8617710338
721	0.8605611958
722	0.860100111
723	0.8598458136
724	0.8592326846
725	0.8588220118
726	0.8585293069
727	0.8578368018
728	0.8571392495
729	0.8568755728
730	0.855981885
731	0.8551418062
732	0.8547193274
733	0.8539734236
734	0.8535716862
735	0.8528609227
736	0.8523296948
737	0.8516320353
738	0.850742487
739	0.8502846891
740	0.849584951
741	0.8487855437
742	0.8482678013
743	0.847979819
744	0.8473189509
745	0.846457569
746	0.8458817905
747	0.8449311339
748	0.8444719487
749	0.8437908997
750	0.8435003746
751	0.8428982
752	0.8418344261
753	0.8413392205
754	0.8407384421
755	0.8398632125
756	0.8391786453
757	0.8388583058
758	0.8383859139
759	0.8380090516
760	0.837401203
761	0.8368639978
762	0.8364042877
763	0.8359956665
764	0.8355662315
765	0.8347266299
766	0.8345066808
767	0.8342441035
768	0.8336771907
769	0.8333072834
770	0.8328009818
771	0.8318253601
772	0.8311724879
773	0.8309029914
774	0.8303713778
775	0.829646467
776	0.8293310231
777	0.828797857
778	0.8283939377
779	0.8280085426
780	0.8274265924
781	0.8267436408
782	0.8261083544
783	0.8256288106
784	0.8250634464
785	0.8243907075
786	0.8240821384
787	0.8233205798
788	0.8228107362
789	0.8225595853
790	0.8218296381
791	0.8214995157
792	0.8208040998
793	0.8206293865
794	0.820127246
795	0.8195155645
796	0.8189835084
797	0.8185670798
798	0.8182534835
799	0.8174094571
800	0.8167578083
801	0.8161078313
802	0.81531798
803	0.8144456628
804	0.8136640096
805	0.8132977364
806	0.8122168958
807	0.8117543354
808	0.8109914766
809	0.8100550849
810	0.8095128236
811	0.8086924709
812	0.8082249142
813	0.8077830115
814	0.8075661151
815	0.8070161713
816	0.8067475287
817	0.8062917341
818	0.8059666862
819	0.8052703394
820	0.8049631092
821	0.8042618193
822	0.80398854
823	0.8035988129
824	0.8033048181
825	0.8028052825
826	0.8022934159
827	0.801700576
828	0.8010694865
829	0.8001940743
830	0.7994838115
831	0.7989937088
832	0.7986879198
833	0.7979167425
834	0.7971126419
835	0.7962553919
836	0.7959073318
837	0.7954412211
838	0.7946187874
839	0.7942957993
840	0.7933254153
841	0.7930437465
842	0.7924469232
843	0.7920829659
844	0.7916970439
845	0.79135972
846	0.791097718
847	0.7908074219
848	0.7904736813
849	0.7900502189
850	0.7897224992
851	0.7892783841
852	0.788549322
853	0.7878291682
854	0.78752147
855	0.7869066871
856	0.7863831532
857	0.785907583
858	0.7852677873
859	0.7846691036
860	0.7842180487
861	0.7836192619
862	0.782982846
863	0.7823514496
864	0.7821120585
865	0.7817505348
866	0.78143545
867	0.7811273981
868	0.7806449371
869	0.7803695792
870	0.7799505988
871	0.7795954601
872	0.7791759825
873	0.7787644879
874	0.7780028353
875	0.7776626414
876	0.7772914439
877	0.7771443466
878	0.7768595917
879	0.7765253469
880	0.7760571705
881	0.7752471667
882	0.774912915
883	0.7747343425
884	0.7742154591
885	0.7739904294
886	0.7736987316
887	0.7733580287
888	0.7730412032
889	0.7728970858
890	0.7722493268
891	0.7720174412
892	0.771334078
893	0.7710268964
894	0.7707752183
895	0.7702879782
896	0.7698714044
897	0.7693322084
898	0.7685945819
899	0.7679220363
900	0.7676117958
901	0.7671257085
902	0.7666581021
903	0.7657611698
904	0.7654216326
905	0.7651935218
906	0.764756029
907	0.7643041768
908	0.7640337877
909	0.7636479751
910	0.7632979571
911	0.7630901869
912	0.7625278269
913	0.7616962175
914	0.7610009228
915	0.7603879107
916	0.7601888197
917	0.7598069544
918	0.7594214642
919	0.759046211
920	0.7586292809
921	0.7581088332
922	0.7574808151
923	0.7569651511
924	0.7565911351
925	0.7558180779
926	0.7554142933
927	0.7550399419
928	0.7546769845
929	0.7543956255
930	0.7539810225
931	0.7537075863
932	0.7531791563
933	0.7528447893
934	0.7526947632
935	0.7524350506
936	0.751926949
937	0.7514459841
938	0.7509884545
939	0.7507448799
940	0.7502316472
941	0.7497113329
942	0.74930373
943	0.7490127835
944	0.7486598793
945	0.7481853949
946	0.7477041004
947	0.7473719795
948	0.747222399
949	0.7469546432
950	0.746755899
951	0.7464253546
952	0.7460967654
953	0.7457616924
954	0.745372363
955	0.7449341149
956	0.7447365482
957	0.7441581084
958	0.7436632644
959	0.743480281
960	0.7428689798
961	0.7424110812
962	0.7422552327
963	0.7421189031
964	0.7415411667
965	0.7412974738
966	0.7407891589
967	0.7403453068
968	0.7398259671
969	0.7393858153
970	0.7392237739
971	0.7389032646
972	0.7386769058
973	0.7382573178
974	0.7381078064
975	0.7374716368
976	0.7370928008
977	0.7366995844
978	0.7362754255
979	0.7361281999
980	0.7357995071
981	0.7356823452
982	0.7351574848
983	0.7348529746
984	0.7344099264
985	0.7339363694
986	0.7335378504
987	0.733097215
988	0.7326472685
989	0.7322047207
990	0.7318205488
991	0.7315272764
992	0.7311873803
993	0.7307649209
994	0.7304436364
995	0.7302299333
996	0.7299082332
997	0.7295373787
998	0.7291607866
999	0.7289683833
