,id,name,url,image,tracks
29,43754bIdP7b0ygh8tTMenW,eargasm music 2020,https://open.spotify.com/playlist/43754bIdP7b0ygh8tTMenW,https://i.scdn.co/image/ab67706c0000da84c881c944ded8d28c9a144b75,254
30,0MsxZLGhAKJyBMXAfD03db,eargasm music 2019,https://open.spotify.com/playlist/0MsxZLGhAKJyBMXAfD03db,https://i.scdn.co/image/ab67706c0000da84eabc26893e3ee462b550e45c,815
31,4tFrGBRcTYsrz5BwCGZS8L,eargasm music 2018,https://open.spotify.com/playlist/4tFrGBRcTYsrz5BwCGZS8L,https://i.scdn.co/image/ab67706c0000bebb96c0b2d13ef353fab0dff780,826
32,0tNl58CSFwviwg7LxWzdwy,eargasm music 2017,https://open.spotify.com/playlist/0tNl58CSFwviwg7LxWzdwy,https://i.scdn.co/image/ab67706c0000da84b7c8212041509b73d1a2fca2,876
33,2CDNi9K1M0ilAUQn1FTVp4,eargasm music 2016,https://open.spotify.com/playlist/2CDNi9K1M0ilAUQn1FTVp4,https://i.scdn.co/image/ab67706c0000bebbde60359c791a50080086e7e5,61
34,4DyXuBus6lNF6rBYqcOEp5,eargasm music 2015,https://open.spotify.com/playlist/4DyXuBus6lNF6rBYqcOEp5,https://i.scdn.co/image/ab67706c0000da84de4663faed19ef4837543df0,427
35,0Osh14RctOzyHy5JBUzqgz,eargasm music 2014,https://open.spotify.com/playlist/0Osh14RctOzyHy5JBUzqgz,https://i.scdn.co/image/ab67706c0000bebbaefea629da7c4f7fd42991ee,637
36,4W6Pr8z2TWN1Ul6BtLvgCw,eargasm music 2013,https://open.spotify.com/playlist/4W6Pr8z2TWN1Ul6BtLvgCw,https://i.scdn.co/image/ab67706c0000da8432c694c710465e5b3e4fc5de,744
37,3AnuCisFiGCRI0hcDQNxli,eargasm music 2012,https://open.spotify.com/playlist/3AnuCisFiGCRI0hcDQNxli,https://i.scdn.co/image/ab67706c0000da842293044d4f377989acb7d722,754
