,acousticness,danceability,energy,track_id,instrumentalness,liveness,speechiness,valence
809,0.716,0.568,0.489,287rRN24HNx4pNs0rwNQt8,0.743,0.106,0.0353,0.0387
810,0.00596,0.59,0.941,1C5yjowOyhNWNrVRiaNTa3,0.231,0.0965,0.0924,0.308
811,0.459,0.734,0.405,6l10gtf7kTVXffuE4hvI1w,0.964,0.129,0.0287,0.112
812,0.621,0.535,0.618,0EDzRXknjO6BeDyMiKQfMV,0.753,0.259,0.0495,0.349
813,0.312,0.715,0.612,6V2QgOIMT94HhsfeIVbbZm,0.905,0.324,0.0378,0.345
814,0.569,0.693,0.54,6cVTQ06rmE120GtAfKdAMz,0.891,0.138,0.0397,0.0569
815,0.657,0.6,0.602,7hXLuUPQNTKCba194yhyVf,0.906,0.0855,0.029,0.0789
816,0.00245,0.731,0.662,0lcCHlpgDVUs0yA1siJcKY,0.817,0.185,0.0444,0.269
817,0.787,0.686,0.699,2pkTvC5DYDsfqL91Ti7f1W,0.869,0.1,0.0415,0.377
818,0.459,0.644,0.454,4YrGtIyXvXhiPiRyiCPJKm,0.83,0.134,0.0492,0.618
819,0.991,0.415,0.347,1iGtKIirBILYKdRE4pANZw,0.872,0.102,0.0335,0.429
820,0.629,0.592,0.552,5yXPCkNFAvH4Q8t4181ARp,0.689,0.12,0.0512,0.53
821,0.391,0.57,0.612,6DLv1OOCAdImqBf3K5Gd23,0.617,0.241,0.0461,0.377
822,0.914,0.38,0.465,3cBeZh1L3646SicBYHxmnu,0.896,0.133,0.0414,0.28
823,0.828,0.383,0.271,4AUiwy6um4MfflVrzPoJTE,0.0532,0.609,0.135,0.349
824,0.599,0.824,0.322,6sLZmlIz35Igd2Itci5484,0.69,0.111,0.0445,0.125
825,0.092,0.682,0.672,2QvArQmZv5S6bFwxU9kaEj,0.957,0.0959,0.0491,0.185
826,0.906,0.498,0.348,0VFfMvzN7CuELnw6H6dNy8,0.743,0.115,0.0663,0.233
827,0.805,0.304,0.427,5eaYotQSYgD67BJnPgOdQi,0.911,0.0932,0.0364,0.062
828,0.573,0.601,0.475,2hy84o6RtErBHgUeaw1xuJ,0.845,0.299,0.0356,0.0361
829,0.852,0.479,0.649,0bPaJ9usD1rpFcv1jrXvFO,0.813,0.0611,0.0454,0.0672
830,0.0158,0.748,0.551,6YrC5JJjSBWOlXQSsShP8d,0.00476,0.0883,0.0525,0.0776
831,0.779,0.379,0.584,5XY6PCks6pcOLcSzM0RyPC,0.854,0.0978,0.156,0.124
832,0.885,0.67,0.397,3KHu03hnavhxS1L6B3Dcq8,0.773,0.255,0.0314,0.459
833,0.65,0.79,0.309,3N71Jk26wVca2znzviFjiE,0.00361,0.0948,0.442,0.243
834,0.815,0.601,0.499,3uSwz1gv799BQhkqgIgfSz,0.712,0.109,0.0343,0.531
835,0.00294,0.754,0.392,2YaSBi41LR2Tcwric48WPy,0.179,0.107,0.0368,0.259
836,0.646,0.577,0.391,70BORYkJQQg4tpOYKkWsZl,0.943,0.283,0.169,0.039
837,0.386,0.715,0.296,3TwE6vk8fHAARiz2B9LwyC,0.835,0.0535,0.462,0.0799
838,0.703,0.363,0.556,4Z9ZbUfNxDTYX1HDDWzfqo,0.000463,0.117,0.0841,0.324
839,0.179,0.423,0.596,5U9zKzKEnUkvzEEtVhkIOH,0.944,0.129,0.0267,0.12
840,0.549,0.475,0.603,54KPTl41PC7e2yf0oDjtC9,0.246,0.336,0.0387,0.26
841,0.761,0.782,0.616,1UTMJT06D62GBrttuUBpg8,0.939,0.125,0.0741,0.369
842,0.141,0.657,0.584,3vc6u0eaPIsctv1VpYeFJa,0.915,0.106,0.173,0.209
843,0.0658,0.562,0.682,7KC4nPmiaP6cttZUoN1sTH,0.846,0.0627,0.0278,0.501
844,0.639,0.669,0.298,4MWTD2YqA8f5kQy5cGVFin,0.802,0.121,0.0413,0.135
845,0.0689,0.663,0.502,25MSOltVHBsJWDdJYI9cy0,0.496,0.073,0.237,0.333
846,0.615,0.477,0.436,5rYx8XcCFDPwYITDmguqwM,0.691,0.0993,0.0342,0.0371
847,0.89,0.703,0.399,7hBuPIBp73gAQZhmksD3dR,0.916,0.0783,0.0928,0.23
848,0.642,0.381,0.61,12k9vNxCz2MNRwoedg91mU,0.878,0.138,0.056,0.14
849,0.783,0.586,0.504,6TvbBiIExik6lh3GAaahPJ,0.84,0.125,0.0892,0.207
850,0.277,0.704,0.135,6kNup8PwR9AASsvXdtPwUp,0.906,0.242,0.0551,0.554
851,0.84,0.445,0.459,0xdPDJMJ5xYByIrSH2aKA4,0.95,0.107,0.0415,0.137
852,0.427,0.619,0.684,6N4ZAZS2xMwQ93XkP1WZtA,0.905,0.379,0.0468,0.681
853,0.0292,0.709,0.695,3JTiiSbdfIn5MEyhATE6fy,0.87,0.0871,0.0372,0.19
854,0.263,0.893,0.627,2V4MCWrJxwzqqONclc0D58,0.88,0.109,0.0636,0.398
855,0.515,0.479,0.631,38tLZTFMlXVGFn8hrRDRnK,0.815,0.0997,0.0507,0.143
856,0.278,0.695,0.375,2yGif5vdTFISbpFvPLmOqM,0.632,0.119,0.0418,0.225
857,0.731,0.723,0.388,6C9g6uTQBGUCetzAnYYkJJ,0.933,0.0582,0.0356,0.19
858,0.0243,0.451,0.611,5u1oPZR7xzmEvvxQoP1XKo,0.892,0.139,0.0357,0.291
859,0.924,0.328,0.436,7o3jZcNmuoHYsLE8wVjt6d,0.0876,0.682,0.119,0.223
860,0.86,0.234,0.323,6Ij3BZO5PUxgvyoXybwfBG,0.903,0.0692,0.0394,0.0376
861,0.0365,0.316,0.63,6DMoV5fRNV6iy7GBpnFP39,0.0612,0.305,0.0453,0.242
862,0.41,0.634,0.657,5m4o1robU6yTvFDXXSrH0F,0.931,0.178,0.0358,0.621
863,0.388,0.693,0.67,58FsmlVRQxpjFmXF8vSKMT,0.772,0.152,0.0425,0.725
864,0.371,0.547,0.58,4M6norXzPA6tFElC65U9WD,0.144,0.208,0.0477,0.273
865,0.0914,0.579,0.526,5lvuO7t8C1dos7hyWlHxq0,0.864,0.203,0.039,0.211
866,0.58,0.713,0.338,24h57F3ZefutPvNAMT58EK,0.912,0.693,0.0412,0.344
867,0.941,0.628,0.381,5vJtWGrrEa481OdXVhgBjq,0.894,0.105,0.346,0.315
868,0.144,0.741,0.457,1TCnbwslRkzG7kqgx2Kaj3,0.878,0.603,0.0386,0.0594
869,0.296,0.584,0.859,5v5Hr07iku7MwZHkiJrueN,0.929,0.123,0.0323,0.0398
870,0.955,0.703,0.3,6hfV9ab7j2dKmOK2UpJHaB,0.92,0.106,0.0465,0.0636
871,0.216,0.829,0.176,5G3ZKjCHie2Ikr3I4QCQGt,0.722,0.0952,0.0545,0.143
872,0.00123,0.77,0.566,2rFyNXYFXsE3T4g8iRDYEp,0.902,0.143,0.0624,0.194
873,0.431,0.727,0.364,2ttVxMK6vCXpRUz8z0YRE2,0.89,0.117,0.0396,0.143
874,0.628,0.609,0.489,0oxCrisqSrF2YabaRcfm0T,0.865,0.097,0.0493,0.159
875,0.636,0.705,0.418,6kSYWuonprvsCJjg5VjTBz,0.874,0.0894,0.0857,0.38
876,0.82,0.165,0.406,4M3qJY0hGdSd9AfkQnftym,0.869,0.11,0.0406,0.0374
877,0.246,0.534,0.767,0tXmVU58oG5vpPQZ69bAYO,0.901,0.164,0.0613,0.441
878,0.46,0.81,0.609,27TUgo0mfMYaFEgNMidhP6,0.934,0.0924,0.0433,0.141
879,0.74,0.257,0.304,3zXqPJK854eMWfhzhSTtQr,0.878,0.0976,0.04,0.382
880,0.715,0.626,0.482,4NpPKFIQXU3ZrlcG7T6PTT,0.826,0.113,0.0261,0.182
881,0.103,0.54,0.354,5nqvTmSm0tQmRndmB4Dn1t,0.956,0.407,0.0347,0.221
882,0.354,0.34,0.439,50MVzYdJee7yUCUkeP0URt,0.954,0.232,0.0371,0.0509
883,0.951,0.505,0.286,35zgUplHMIDYyDeWqkAzr7,0.78,0.109,0.0884,0.224
884,0.168,0.772,0.538,3ivPIojXpJDUrvueUwi0Y5,0.856,0.171,0.0448,0.0315
885,0.121,0.539,0.61,0zrHx4EhLePXUa8KhGpS3E,0.809,0.0857,0.134,0.0395
886,0.0327,0.766,0.584,7CHmTJjMFTGxnEtABKrUr9,0.828,0.088,0.0442,0.167
887,0.822,0.457,0.466,6ACpO420JBbnhKzxPmolvQ,0.949,0.497,0.0457,0.319
888,0.738,0.192,0.661,0GluRlZSK9YPtR92iTEbf3,0.904,0.973,0.0689,0.281
889,0.768,0.654,0.372,1FbPgGZUqvmihcvpXAyWcD,0.843,0.0969,0.0903,0.294
890,0.879,0.686,0.446,4PJePX91Q5u7SqQD31R3YO,0.788,0.14,0.0592,0.114
891,0.801,0.417,0.463,4cSa0u5n7koLWMsg3buVDn,0.365,0.0978,0.114,0.036
892,0.641,0.463,0.38,4wexKkOTFPch8LCBOCcL6V,0.852,0.084,0.0619,0.178
893,0.224,0.753,0.448,5bDLSUTUNFn3VYHMiBpLK5,0.833,0.0836,0.0994,0.691
894,0.374,0.674,0.561,7mPYHAbFTmINvKOvTLknvY,0.845,0.0874,0.0372,0.837
895,0.548,0.738,0.589,4XbNwq89Ba6FKDJzQPkCzT,0.74,0.24,0.0556,0.0643
896,0.342,0.62,0.234,0L5bUUsGWnFgDlIKbYnyLu,0.893,0.0879,0.0359,0.469
897,0.492,0.567,0.427,0eTk6ZA9kG501dQ5LGK3bS,0.867,0.105,0.042,0.0849
898,0.104,0.421,0.81,1H3wFiz2OmqjdXlsIZzo90,0.846,0.101,0.0705,0.0664
899,0.191,0.946,0.471,30ohzonID2I8nhMEIqrVRb,0.792,0.0945,0.12,0.926
900,0.659,0.292,0.148,5UZEsmf3JEca9kVKz5liuC,0.813,0.123,0.0331,0.112
901,0.0743,0.664,0.501,2Pdu4oltVZ3KfmJvL70wmb,0.912,0.0835,0.0311,0.273
902,0.524,0.612,0.7,0vPgmSz3jKKDns8DTLSxGh,0.788,0.116,0.0411,0.0487
903,0.01,0.882,0.612,276YatmSVaFpD1L6Sclj6Q,0.909,0.0992,0.0489,0.501
904,0.0111,0.772,0.361,3ou3VUHg0W5WKisgQwLVzN,0.792,0.123,0.0422,0.435
905,0.416,0.781,0.537,2M7ZYXIDRk1UearIn7Ztmi,0.793,0.1,0.0436,0.321
906,0.0246,0.674,0.421,6xjUqDBKohtu8pNpW3trZH,0.825,0.0726,0.0442,0.156
907,0.17,0.805,0.6,4AokToDrgbxRZGmSm7u9xu,0.0631,0.104,0.0563,0.0399
908,0.799,0.722,0.457,2kxxhcjzFYfpljZoE9eb4F,0.847,0.113,0.0559,0.391
909,0.00211,0.641,0.87,1CZfpJYCNScnpqwnbctD5h,0.874,0.269,0.0401,0.413
910,0.0563,0.69,0.63,3boO8V8sT6jSktZpRHnsdb,0.866,0.111,0.0417,0.293
911,0.573,0.601,0.475,2hy84o6RtErBHgUeaw1xuJ,0.845,0.299,0.0356,0.0361
912,0.121,0.539,0.61,0zrHx4EhLePXUa8KhGpS3E,0.809,0.0857,0.134,0.0395
913,0.228,0.714,0.507,0Ftm93u3ok29hEbb1ZvhMQ,0.875,0.117,0.0448,0.274
914,0.646,0.577,0.391,70BORYkJQQg4tpOYKkWsZl,0.943,0.283,0.169,0.039
915,0.386,0.715,0.296,3TwE6vk8fHAARiz2B9LwyC,0.835,0.0535,0.462,0.0799
916,0.415,0.669,0.517,7B348L0MSRSScdVb1bv8IV,0.943,0.0809,0.0908,0.0379
917,0.481,0.617,0.439,2ZTQ9R8ftWzMNQhI6GPylX,0.928,0.916,0.0375,0.0796
918,0.111,0.744,0.645,5XXTV9YNoXfMqC1OLjn7Ku,0.719,0.116,0.0433,0.256
919,0.0573,0.634,0.647,5zIalZ9FofalpNPzox5l9D,0.839,0.0657,0.0432,0.307
920,0.331,0.811,0.56,1VEcJqwS0tMwP1IJCynyuc,0.909,0.128,0.106,0.354
921,0.0686,0.67,0.571,5ohgG4SFsfNMntuWsvK3uq,0.819,0.0745,0.0288,0.102
922,0.313,0.804,0.705,76uGmJPwBdpghZSiUwWjZm,0.735,0.108,0.0475,0.039
923,0.145,0.698,0.785,073Kt4UeQxiwRjRIGN7JOs,0.842,0.0906,0.038,0.204
924,0.625,0.595,0.706,0PMonVV1dZZE8IJZRMMEns,0.94,0.111,0.039,0.0361
925,0.0841,0.653,0.192,5dpLWxdUFGY0cszTCwyPUU,0.93,0.109,0.046,0.15
926,0.0525,0.708,0.715,0daQ5n6FJSjJyZVCL0GHIA,0.806,0.0987,0.0403,0.225
927,0.708,0.709,0.608,7byvvFWcBJ1MHdMyG9694r,0.883,0.0942,0.0441,0.0718
928,0.0305,0.747,0.715,5V61H1tbmh09aXcXqOml1O,0.878,0.117,0.0533,0.175
929,0.762,0.781,0.615,410koNc3bay6MBXyebuHMB,0.939,0.124,0.0745,0.365
930,0.154,0.54,0.567,2MAbn97nc5iBjJT88nV90Q,0.947,0.111,0.0412,0.045
931,0.313,0.804,0.705,17yCJIJ8bYjaQvPVc6qFtk,0.735,0.108,0.0475,0.039
932,0.184,0.793,0.497,0JaSJnsoU9DT1nA9J46LJQ,0.931,0.0815,0.058,0.34
933,0.234,0.843,0.669,3NxK9CxOfeBxgr1DIVAzOv,0.851,0.0962,0.0612,0.14
934,0.0128,0.762,0.554,2D5yuiIe9q5VHs3atxgdlv,0.856,0.12,0.0465,0.288
935,0.0207,0.612,0.426,2kCgb26PSKjgXZOrbP63Ke,0.919,0.362,0.221,0.194
936,0.00123,0.77,0.566,2rFyNXYFXsE3T4g8iRDYEp,0.902,0.143,0.0624,0.194
937,0.44,0.68,0.484,4KyEeZwIuoFH0n68qvl35b,0.905,0.176,0.0761,0.0723
938,0.211,0.849,0.292,37Y21204aX3XPDN7aermoO,0.78,0.152,0.0509,0.232
939,0.0533,0.625,0.842,6JDto8n0WTuyoVmntnOFa6,0.876,0.0826,0.0357,0.314
940,0.323,0.445,0.563,0HrtuuOGClCN92YajMLAoL,0.919,0.111,0.0534,0.102
941,0.515,0.583,0.48,2YG3fktEoHQAUlXP9VtmRN,0.882,0.089,0.0499,0.0389
942,0.00616,0.695,0.643,1fTaMbu1OMENGzrw9hojSs,0.913,0.0903,0.0324,0.277
943,0.00317,0.709,0.74,4hWg1FRRVNzxitHvP02zAb,0.797,0.127,0.04,0.272
944,0.47,0.38,0.688,2tRnuEZU70qgyrmAEtzPx0,0.951,0.119,0.0655,0.23
945,0.0269,0.726,0.455,56CKnIdiSLxeKl8URF08WC,0.557,0.0913,0.0359,0.134
946,0.259,0.717,0.465,3rkge8kur9i26zpByFKvBu,0.922,0.145,0.0405,0.534
947,0.435,0.58,0.547,7KlwDlviKrTo2mbU3pCKqt,0.923,0.101,0.0916,0.0636
948,0.049,0.869,0.688,7Crv0MO1Va0adq2b5SMCUo,0.516,0.0807,0.247,0.449
949,0.012,0.446,0.361,13QBrKQx6FEl03szDe5AOp,0.00806,0.0821,0.0445,0.0902
950,0.00748,0.647,0.462,1BFUADkT4eYhYFNZsnvNOg,0.898,0.21,0.0633,0.698
951,0.0362,0.511,0.527,0WFFNZF1ltpGbhkJREgJ8x,0.884,0.0954,0.0349,0.119
952,0.583,0.763,0.445,4olb6ECWuZeWSUycRH3EN1,0.0629,0.239,0.111,0.644
953,0.12,0.609,0.527,19KMZqd2rVwWEqwLYAa2sW,0.824,0.109,0.032,0.0835
954,0.371,0.733,0.536,0VXZ3NvqLomGhkHGQPMIab,0.898,0.0977,0.043,0.119
955,0.0294,0.426,0.697,1KRNhcGoqaCyMfqjqYeQvG,0.154,0.102,0.0459,0.149
956,0.172,0.796,0.531,5jp7ZN1g4SfNncjXXmQSeh,0.918,0.117,0.0454,0.0358
957,0.0901,0.733,0.451,1J9HMvgXFFSRwmAFSLe15Q,0.864,0.109,0.0534,0.294
958,0.201,0.844,0.353,3r5L1JbOIOlbwOpCt1KOBc,0.833,0.0991,0.0737,0.0618
959,0.0845,0.67,0.572,6ffxu4OQhpMm610PBPwsEZ,0.927,0.112,0.0427,0.11
960,0.000365,0.728,0.621,36o0TJgk0pikNQcrkQ3tKN,0.856,0.0281,0.0513,0.105
961,0.207,0.869,0.408,4AWK7f1eY1ARoda9DOnz5Y,0.727,0.0939,0.0524,0.0745
962,0.0676,0.775,0.525,4gLmMZcg7Zku7xOJTKfmkK,0.881,0.103,0.0537,0.365
963,0.00265,0.645,0.742,4kGIlYCT2Zk8bBAoYeAOci,0.926,0.0717,0.0455,0.471
964,0.0306,0.365,0.711,6FIQ8o2hqlDmHQFoBKmKgW,0.913,0.0824,0.0355,0.117
965,0.187,0.805,0.488,42HFtz9cRWqYVajnZ7X7Ro,0.833,0.106,0.0876,0.445
966,0.344,0.637,0.782,0YR2ZojS16uPxjABF0tn6p,0.894,0.327,0.0362,0.183
967,0.0125,0.911,0.651,6wxuhbfpF6zqZPOqzSPQBy,0.451,0.108,0.26,0.688
968,0.029,0.792,0.418,5Fnk2uXVwy9UC6PgLUqSRD,0.895,0.0947,0.0811,0.237
969,0.00247,0.697,0.751,4B77uY2VfVkVMfz41yIZH8,0.852,0.0603,0.0481,0.0631
970,0.0551,0.541,0.673,3VY42CX63Kshy77EbM6Zrr,0.148,0.123,0.042,0.219
971,0.0242,0.849,0.574,0vfZwjKXAvVg6KPOtQTumk,0.573,0.104,0.0532,0.161
972,0.0031,0.673,0.863,66hLWtkrv53rFKZseItS8W,0.924,0.164,0.0577,0.261
973,0.103,0.826,0.72,3VtTuQ6lypMoOBcm6VMzdh,0.773,0.11,0.119,0.287
974,0.00629,0.414,0.498,5S3F5GL8LASIjPg2PMiU1Q,0.87,0.205,0.0579,0.37
975,0.148,0.772,0.514,569gNjph2g07MmjtMm6vKm,0.906,0.0934,0.0754,0.103
976,0.314,0.747,0.668,5ekNKqNTF8reaoGIzT2J5j,0.934,0.0522,0.0505,0.679
977,0.0442,0.679,0.462,5Yy6KD4PMTEqT2LMZEP5f9,0.793,0.0846,0.0326,0.302
978,0.088,0.654,0.535,5c04tBREok6L0FgEEGGsGR,0.903,0.0784,0.0337,0.0392
979,0.215,0.657,0.36,09D87IUlUQKQuxylV0mOpq,0.85,0.106,0.0352,0.357
980,0.0611,0.633,0.443,6WXnyeJ7UYGCmUE4TYzbro,0.724,0.0832,0.0307,0.0708
981,0.038,0.753,0.964,3BBA6B9ATzPMUtER4q2KbP,0.891,0.0854,0.0377,0.338
982,0.567,0.824,0.643,6q8dvx4QRWehR7CcQOJZ5H,0.951,0.0965,0.0522,0.105
983,0.265,0.584,0.807,31kVh5DvtxoI9vo6HQApq3,0.566,0.0936,0.0351,0.309
984,0.0562,0.429,0.808,0wMGlXj34dld1ovW8XT6zO,0.901,0.427,0.0621,0.266
985,0.0663,0.601,0.476,75QdM3nsnAluOD19G1J4il,0.891,0.117,0.0761,0.186
986,0.0132,0.597,0.861,5x61tMerDsd6v5fnvHj1YE,0.715,0.108,0.0426,0.11
987,0.232,0.714,0.588,4pw9tyLlFlRxH7rkJeVRYP,0.448,0.0887,0.0443,0.653
988,0.531,0.613,0.724,46sb6EWJU61XvInrSlyoya,0.828,0.0578,0.0583,0.356
989,0.00944,0.541,0.745,00KZS85QPRD8dKcwPBvBLI,0.941,0.0859,0.0425,0.0772
990,0.0131,0.582,0.8,3nO852jjy9oyF7oahACxC6,0.149,0.0809,0.0372,0.766
991,0.000904,0.585,0.719,6TDvMOL2TY6AMeIrrTHIyk,0.918,0.0474,0.0364,0.168
992,0.0131,0.582,0.8,3figB0OINlxwoStDBjwxqn,0.149,0.0809,0.0372,0.766
993,0.0241,0.742,0.924,1UGPKkmY2tANnBSm317pB7,0.00172,0.357,0.166,0.738
994,0.144,0.85,0.677,6MG2wRqClZh0JZ6i8hNMIV,0.687,0.0468,0.0678,0.774
995,0.31,0.735,0.665,6p5AlZEi8UGvOcX7Id0f0x,0.962,0.142,0.04,0.133
996,0.169,0.732,0.631,2RUV5Mcz5DJK4w0EDOcdGx,0.792,0.109,0.0444,0.248
997,0.000868,0.755,0.797,3H32dv4dBnX9nmuZBy5qEr,0.294,0.246,0.196,0.35
998,0.00247,0.834,0.534,3oBpnSw068uOanWrP0v1NW,0.482,0.113,0.0807,0.0814
999,0.188,0.806,0.532,5PbVagt4UTYnsQTA2kDLmF,0.00163,0.119,0.255,0.42
1000,0.000733,0.701,0.707,7zOuPdcIiEl2pM6m62nja4,0.293,0.126,0.177,0.393
1001,0.51,0.567,0.704,339HKaF5tNovHGHvRb5DVL,0.83,0.0913,0.036,0.036
1002,0.00288,0.743,0.856,2Db79U6Ao6wFHwczaUmJYu,0.00142,0.31,0.056,0.804
1003,0.426,0.564,0.891,4ORoTru4aXxtNvTpcbNESe,0.847,0.305,0.0853,0.196
1004,0.0302,0.74,0.659,3t9V9hI0nsMCiv3LXNTDTn,3.44e-05,0.107,0.173,0.431
1005,0.00183,0.546,0.805,7lrryswBPrGFk1bIMN5iOO,0.896,0.341,0.0422,0.177
1006,0.0149,0.688,0.802,0jvGGo16wDHokyP3KWqPaA,0.533,0.239,0.0802,0.578
1007,0.00301,0.675,0.811,6KSo1lI5GUtlvksaDWM7ZO,0.0413,0.126,0.0629,0.271
1008,0.00989,0.786,0.751,0wneVxea7lv2PYkft6bKov,0.93,0.0627,0.0495,0.827
1009,0.00441,0.872,0.675,5YIagPapGGOoNGPMNf3rr7,0.845,0.0715,0.22,0.581
1010,0.0409,0.715,0.832,1DwarZ8cFZfE8VWOBd8c6X,0.266,0.138,0.0505,0.38
1011,0.00012,0.822,0.585,4waVSC9eSkrt6RxJK3DhwW,0.138,0.0567,0.0691,0.213
1012,0.00177,0.685,0.969,3MjX8uiZYKRuuELm6iyunN,0.294,0.0385,0.106,0.286
1013,0.0333,0.684,0.608,7zyo93bLysAjU08Enina9r,0.884,0.0667,0.0419,0.0805
1014,0.0014,0.747,0.746,3xJFWoofq8u6Caw2EsFDiz,0.0613,0.162,0.171,0.305
1015,0.000136,0.61,0.704,2FSlVvluuYjufiR7nlptwz,0.96,0.0999,0.0291,0.172
1016,0.0528,0.588,0.749,1hnTajNwxeQVIUS9syBz5Y,0.92,0.0765,0.0377,0.108
1017,0.0164,0.67,0.941,4FN4hAK4kq5ttUabGY4FV8,0.676,0.109,0.0648,0.497
1018,0.145,0.806,0.85,3EIBZTUU1ouuqCQA0cQunX,0.872,0.066,0.0423,0.157
1019,0.00544,0.664,0.808,5374s45gAQkMpLKW3Lh7rg,0.93,0.0522,0.0447,0.356
1020,0.0415,0.586,0.758,4XzRZ5YB7jeY1Whn7s0edo,0.00293,0.0763,0.0754,0.264
1021,0.296,0.641,0.563,4gx9edHLyQtb69ibMUyTxJ,0.924,0.122,0.0566,0.171
1022,0.0375,0.612,0.903,0sKRKyoxV8K4evaaJKCNat,0.899,0.179,0.0381,0.491
1023,0.577,0.658,0.826,3CuxLNOhtfpAqsKQkjgBrR,0.87,0.0949,0.144,0.463
1024,0.00317,0.709,0.74,4hWg1FRRVNzxitHvP02zAb,0.797,0.127,0.04,0.272
1025,0.0789,0.726,0.927,3UombrcitN6wh0P0oLluto,0.928,0.112,0.0372,0.694
1026,0.143,0.506,0.788,3g5ScmIyys6e7wq30hhqqH,0.609,0.0468,0.0772,0.288
1027,0.0242,0.849,0.574,0vfZwjKXAvVg6KPOtQTumk,0.573,0.104,0.0532,0.161
1028,0.00129,0.752,0.47,4ortOUyHPtxAmM1T0xXEhZ,0.922,0.107,0.248,0.499
1029,0.0214,0.768,0.686,1LNXCCRGoMOF2KBWVybmgK,0.935,0.04,0.0615,0.503
1030,0.22,0.766,0.732,6M5IPW3c81qXicxsOGAJgf,0.501,0.0346,0.0476,0.814
1031,0.0203,0.772,0.766,4cDtG62ceEfyNuQaaulOZs,0.483,0.165,0.0736,0.627
1032,0.0332,0.881,0.797,5ReLOUboXvaOVariwEJnl3,0.167,0.206,0.0622,0.711
1033,0.00123,0.841,0.627,3tWfcJt40rXq2dG1FbaArP,0.899,0.0746,0.0813,0.29
1034,0.0571,0.827,0.66,5sJdImRTD3q2xBbl9sDvfn,0.0021,0.133,0.326,0.652
1035,0.000126,0.707,0.788,48dojgnBKfp3drKOFdwycc,0.517,0.118,0.031,0.594
1036,0.22,0.766,0.732,5kAwEqCAJ4yHdHmlAMSczs,0.501,0.0346,0.0476,0.814
1037,0.00842,0.785,0.855,22eUyC9vOG2aoP5yHX8VxV,0.00222,0.148,0.0678,0.805
1038,0.202,0.704,0.787,6vXoU9YnObvGb5hPP6GyeK,0.942,0.104,0.0468,0.617
1039,0.0025,0.779,0.649,0VNtKhOQZConLZc1GjQckk,0.889,0.0989,0.13,0.446
1040,0.405,0.776,0.684,7IBrKDuBlyz3vW9JFCux10,0.559,0.0663,0.0367,0.655
1041,0.0514,0.665,0.96,6IJG011g9RGp3CROAPGmO3,0.825,0.131,0.0394,0.796
1042,0.487,0.792,0.576,3EsokBbAyQVkg7LoQKc8uV,0.00325,0.0972,0.248,0.053
1043,0.323,0.87,0.538,5e1BFhJRUm4IcSTDGtndTP,0.86,0.114,0.09,0.418
1044,0.00181,0.625,0.663,34LvRAcLaWrXmRBcBx6qar,0.534,0.296,0.0312,0.667
1045,0.056,0.858,0.716,52MzdlTy0WmZNsmeVNqgvh,0.305,0.277,0.13,0.383
1046,0.00776,0.803,0.651,4lmHS8Rne8UAzq9fJdaM63,0.607,0.109,0.0533,0.341
1047,0.0386,0.774,0.678,6IKxpz1IZ9IXEAbf8druiD,0.88,0.109,0.0648,0.126
1048,0.355,0.881,0.938,1ECwSxPRRyPht4S5Z8NRBw,0.749,0.118,0.0705,0.476
1049,0.302,0.759,0.909,0iALOYqXaVoluUIsSyDAny,0.842,0.0998,0.0373,0.47
1050,0.137,0.694,0.825,5qr9PIZMCGVAHPCepRKFJb,0.00291,0.0987,0.106,0.282
1051,0.0114,0.752,0.689,3orXhmbVn44hjbnLxGUMpG,0.845,0.112,0.0555,0.707
1052,0.276,0.706,0.625,0jIfQeIVAOGuaDeRzzAZcF,0.647,0.0801,0.0422,0.307
1053,0.00664,0.587,0.925,29YCC9Vad3O2jI36akkltE,0.635,0.213,0.0315,0.227
1054,0.314,0.747,0.668,5ekNKqNTF8reaoGIzT2J5j,0.934,0.0522,0.0505,0.679
1055,0.00777,0.716,0.74,39Oui3EXtdMLKQqQIFjRpa,0.884,0.0499,0.0472,0.413
1056,0.0189,0.804,0.902,27gn9CFe0AphGFGLR8sSym,0.827,0.0682,0.0472,0.756
1057,0.00258,0.818,0.514,0GPje67zKOh41hpBheprxi,0.828,0.103,0.0689,0.411
1058,0.000204,0.745,0.766,3KGZFjXFmh66fwlhK0lEEO,0.808,0.121,0.059,0.746
1059,0.00418,0.541,0.812,4UiLJwuQsXLb7TQleRoRga,0.957,0.109,0.0359,0.0632
1060,0.0369,0.865,0.686,6ERdPHlTmbSsNvSn7XlkzK,0.24,0.0813,0.0793,0.341
1061,0.000429,0.756,0.517,1qsh7VwwRla0fDGEeE4sq3,0.697,0.12,0.0355,0.333
1062,0.187,0.805,0.488,42HFtz9cRWqYVajnZ7X7Ro,0.833,0.106,0.0876,0.445
1063,0.548,0.877,0.579,4sWJCVOn705QUBCDt81bPB,0.881,0.111,0.521,0.632
1064,0.0272,0.416,0.75,7rNwLtmDDVk1KvvuXdcmcP,0.728,0.433,0.0617,0.143
1065,0.0563,0.69,0.63,3boO8V8sT6jSktZpRHnsdb,0.866,0.111,0.0417,0.293
1066,0.00405,0.706,0.704,3wJ9Pq507r0NF4RO7Hxr9n,0.848,0.0977,0.0333,0.0996
1067,0.0996,0.719,0.781,4DRf0AAbiBmMqKnj19Fjou,0.721,0.182,0.0686,0.506
1068,0.00423,0.655,0.689,7edXzWL0NdmKOpGe6NKHyO,0.894,0.0663,0.0483,0.154
