,acousticness,danceability,energy,track_id,instrumentalness,liveness,speechiness,valence
2785,0.703,0.615,0.633,0SuNRvBF2y3F2PreZtumkS,0.888,0.0932,0.0815,0.553
2786,0.241,0.3,0.266,1oifCJExwiByew1Z9rKDlg,0.874,0.11,0.0385,0.0387
2787,0.0791,0.659,0.526,36M7ozdlDzYney3LUvAbq7,0.842,0.0678,0.0359,0.31
2788,0.599,0.824,0.322,6sLZmlIz35Igd2Itci5484,0.69,0.111,0.0445,0.125
2789,0.911,0.27,0.463,4ld2TeVRlaYNHWzi52dWsZ,0.013,0.0835,0.288,0.0557
2790,0.715,0.576,0.535,2f1HS8JgiTaAhPfj4i3M1w,0.901,0.108,0.0395,0.101
2791,0.974,0.686,0.394,7odbOYtTkYiuWfhoqAO6DT,0.941,0.111,0.0417,0.206
2792,0.896,0.374,0.21,0CHDOPGEAsaaTCIlEiAdnt,0.0,0.119,0.0596,0.173
2793,0.958,0.382,0.38,4HMYfAwJ6IuRVKw6wE6d9P,0.96,0.0989,0.0593,0.231
2794,0.428,0.453,0.348,4EZ3nauErmXuhmu9hD2Xul,0.946,0.108,0.0342,0.138
2795,0.775,0.296,0.333,6aJyEWjCBSGyfYiMvTqKP0,0.926,0.0885,0.0403,0.0748
2796,0.965,0.487,0.257,7pKAGTpmoKAQfFqW6etJgo,0.961,0.102,0.0351,0.249
2797,0.354,0.34,0.439,50MVzYdJee7yUCUkeP0URt,0.954,0.232,0.0371,0.0509
2798,0.804,0.439,0.341,7lNSZrAETpwAjmQkZX1kgM,0.868,0.039,0.0307,0.083
2799,0.832,0.518,0.389,25zrrxFaryXvke7ctV0oeA,0.69,0.102,0.0368,0.296
2800,0.388,0.155,0.363,6cdkXD9CtPsLLtFTnvsvzh,0.917,0.0794,0.0383,0.039
2801,0.942,0.511,0.156,0VDkATqVm8zvoAHtNweIBJ,0.641,0.0813,0.0415,0.041
2802,0.18,0.529,0.644,2UsREIjT72ZEZnhdvpyg7R,0.188,0.493,0.069,0.0682
2803,0.659,0.613,0.52,7hzG0Q4FcGp0GpOFV1rFcl,0.937,0.107,0.0446,0.144
2804,0.935,0.396,0.561,6XpHkNZRqdEj3IpRMzF60X,0.927,0.124,0.07,0.109
2805,0.525,0.569,0.185,79grAoZiXqQWBLXZygLhu2,0.916,0.145,0.0395,0.155
2806,0.934,0.384,0.275,3ag0mmWT8c63tnW2K3gpH1,0.000296,0.0945,0.0355,0.285
2807,0.892,0.386,0.304,2N5nLrSKC1iM87U6Srhvb2,0.749,0.102,0.0531,0.057
2808,0.815,0.565,0.363,5nGHltMfN4Mv5X0KRxz1OE,0.886,0.115,0.0433,0.0779
2809,0.391,0.57,0.612,6DLv1OOCAdImqBf3K5Gd23,0.617,0.241,0.0461,0.377
2810,0.36,0.509,0.375,46rc9i5iQnehkxcWjV67de,0.0278,0.319,0.0327,0.263
2811,0.984,0.337,0.446,0KGM1gftECJvXNfQ9W6ovA,0.00403,0.102,0.0374,0.0476
2812,0.891,0.238,0.22,3XBEHxupSnQxHoKyUGYFeZ,0.0491,0.219,0.0302,0.102
2813,0.978,0.604,0.098,5Vsk37sNQA8OaAgzUFhMGH,1.38e-05,0.102,0.109,0.14
2814,0.741,0.395,0.231,16tRD7p8ym2RHA9h70kSfO,0.898,0.344,0.0311,0.0569
2815,0.836,0.522,0.329,1PXrUgDL8ZZQbRtMeivd0L,0.815,0.0749,0.0319,0.0361
2816,0.418,0.608,0.477,3O4JxXuKWmGwkFnPmHU0Vu,0.662,0.108,0.0552,0.0812
2817,0.176,0.751,0.489,3RbTPYxEWOtjYo3nVX3jsO,0.752,0.0914,0.117,0.153
2818,0.868,0.56,0.317,1sKuHiB2kQ6JORnS38wU9y,0.0526,0.14,0.0547,0.0473
2819,0.293,0.752,0.456,0U7Eptgbj0ChDe4D48sOny,0.835,0.0949,0.0298,0.402
2820,0.794,0.564,0.362,44OO588wrkgdmHyYs1Yubi,0.971,0.111,0.025,0.338
2821,0.721,0.556,0.389,0QsHR0M7pbrVIVwTYKUM18,0.886,0.111,0.029,0.0879
2822,0.94,0.605,0.331,6NXsTCBofnmVo7aBGmOwyK,0.927,0.105,0.0312,0.237
2823,0.415,0.669,0.517,7B348L0MSRSScdVb1bv8IV,0.943,0.0809,0.0908,0.0379
2824,0.654,0.73,0.731,4UvsEA3QgGqKwRHl7SQ6RL,0.825,0.098,0.0315,0.586
2825,0.988,0.412,0.0994,2ApyFf1tYw7BJgzBEokxma,0.5,0.143,0.0352,0.0397
2826,0.809,0.577,0.417,2y6oYFxgLwxwMURmxNGSnA,0.591,0.114,0.0935,0.134
2827,0.963,0.522,0.105,7wl4CrKcTftB1ymaxSZxD3,0.919,0.11,0.0634,0.188
2828,0.745,0.488,0.445,1gZ65GKX8xsGxucrC7XyHG,0.793,0.0886,0.0413,0.111
2829,0.427,0.619,0.684,6N4ZAZS2xMwQ93XkP1WZtA,0.905,0.379,0.0468,0.681
2830,0.964,0.311,0.12,2fgEVpafPGM0IDRRf3Q32K,0.901,0.351,0.0338,0.0395
2831,0.515,0.479,0.631,38tLZTFMlXVGFn8hrRDRnK,0.815,0.0997,0.0507,0.143
2832,0.612,0.434,0.533,1w5y06ufX6ji1rkNUI0Gd4,0.00163,0.0888,0.061,0.0478
2833,0.815,0.601,0.499,3uSwz1gv799BQhkqgIgfSz,0.712,0.109,0.0343,0.531
2834,0.923,0.597,0.224,4LQPk8jWNkjekZv1kPbbX9,0.41,0.0993,0.154,0.77
2835,0.78,0.67,0.395,4yJ3t4zxWTMS3qCoemwiAk,0.653,0.0935,0.076,0.163
2836,0.215,0.657,0.36,09D87IUlUQKQuxylV0mOpq,0.85,0.106,0.0352,0.357
2837,0.617,0.766,0.41,0yJuAj6VtPoHZw8QvHovAN,0.927,0.111,0.0647,0.053
2838,0.0365,0.316,0.63,6DMoV5fRNV6iy7GBpnFP39,0.0612,0.305,0.0453,0.242
2839,0.816,0.52,0.304,0WMqkHwBzziIrVWKloZL8i,0.366,0.0948,0.0284,0.0392
2840,0.93,0.337,0.178,7mPdPi2a6u9brDjihLfnj3,0.955,0.106,0.0356,0.192
2841,0.542,0.773,0.492,5AL4xrVa6HWqotEqNATFsU,0.839,0.0602,0.0504,0.791
2842,0.913,0.372,0.0857,1woGlvnE3jyuekOKxUid2c,0.676,0.0825,0.0359,0.0382
2843,0.323,0.672,0.478,4U5e1DoKCDNvAlx0WnUv9h,0.91,0.0284,0.0363,0.165
2844,0.36,0.509,0.375,46rc9i5iQnehkxcWjV67de,0.0278,0.319,0.0327,0.263
2845,0.915,0.333,0.262,5MHmD8cfTbudNLTWYA5QHJ,1.31e-06,0.0889,0.0361,0.156
2846,0.914,0.338,0.15,5ExIjNVCeigpRtqAc47jKQ,0.288,0.116,0.032,0.172
2847,0.994,0.173,0.134,4RefpIQy0lZRRlkG6p4zPJ,0.946,0.336,0.0364,0.0372
2848,0.932,0.272,0.183,3ZReTtt0VD8uMGbpUTUy6q,3.18e-05,0.11,0.0314,0.0385
2849,0.615,0.484,0.357,4FPXDNB60dDSqKe1xby7Oo,7.45e-05,0.0795,0.0302,0.0398
2850,0.533,0.666,0.296,42YrWn7KYjhJ2GfjTJ3HSY,0.25,0.0768,0.0286,0.15
2851,0.976,0.619,0.198,528cn9VuUcjioySL0258gV,0.00191,0.104,0.0344,0.179
2852,0.958,0.521,0.15,1MeVTXtqhNrYZpUj31eucF,0.0258,0.083,0.0316,0.0394
2853,0.725,0.531,0.34,5lleeS5wj8Ct1BnMPPNjZC,0.0095,0.126,0.0337,0.133
2854,0.864,0.648,0.458,4UmuBF2XzW3EkO0rfrnYNO,0.0944,0.366,0.0311,0.0848
2855,0.123,0.607,0.607,32bUcsIMroThI7e1y5kaCu,0.0202,0.094,0.0332,0.335
2856,0.786,0.614,0.543,0Snfykh4GFKKUVx2ozToYK,0.844,0.0927,0.0247,0.417
2857,0.965,0.318,0.00387,1yaF5BKeZ8o1c0R24FHyxr,0.874,0.317,0.0398,0.0514
2858,0.532,0.35,0.443,0jB6HT58fKEpYTwg1ljbgs,8.48e-05,0.886,0.0639,0.0406
2859,0.0382,0.67,0.689,2nH7DxQqCYHRo4uYozjmKq,0.0559,0.077,0.0303,0.51
2860,0.948,0.325,0.156,7JhIFEX7hhftcZL33ilDiL,0.0835,0.125,0.0365,0.038
2861,0.722,0.576,0.29,6IpQfpUBQ5Zn8WRpu17FIj,0.111,0.107,0.0326,0.112
2862,0.279,0.306,0.445,71MGOqJ6rbrIQDoOeFIe5W,0.0537,0.324,0.0532,0.0808
2863,0.61,0.694,0.64,0ZeRyD3c7HNwZg9KXzSM5Q,0.843,0.111,0.0333,0.236
2864,0.748,0.514,0.119,5b9JOS3nw5APfAhL8RXhiW,0.0,0.214,0.0381,0.188
2865,0.653,0.22,0.347,73DDeCMglYDloLSWpJo3ZK,0.000185,0.095,0.0364,0.213
2866,0.401,0.347,0.467,1bcPYZWbZKhMlU4PfWDhaQ,0.0264,0.0985,0.0375,0.064
2867,0.828,0.258,0.382,0OjosFJrK4sNoLe9oURL36,0.00125,0.137,0.0367,0.263
2868,0.593,0.439,0.713,4m9rlfKskKv7ABConk8tue,0.229,0.458,0.0327,0.106
2869,0.662,0.667,0.534,52MQuIhSRoW9b3Lu65sN75,0.227,0.0844,0.0729,0.173
2870,0.702,0.368,0.686,09G86BPwwrdDoFBBmOo3z1,0.779,0.124,0.0723,0.587
2871,0.914,0.292,0.327,6KdRxddtz0Cja1sImTSkN5,0.329,0.0644,0.0314,0.222
2872,0.859,0.393,0.412,3YWlvVLIrgBEBzKtCTFOrv,0.367,0.105,0.0819,0.0362
2873,0.228,0.714,0.507,0Ftm93u3ok29hEbb1ZvhMQ,0.875,0.117,0.0448,0.274
2874,0.227,0.337,0.338,5Mp4XAHq4YbpBFz7m0ufh3,0.00302,0.125,0.0388,0.101
2875,0.164,0.48,0.52,0iByHgOtRyd96SFdlXP2Xc,0.00168,0.102,0.0419,0.114
2876,0.984,0.337,0.446,0KGM1gftECJvXNfQ9W6ovA,0.00403,0.102,0.0374,0.0476
2877,0.948,0.523,0.472,50jKYuxkkGmwl0NkovxuoU,0.0143,0.146,0.0333,0.554
2878,0.965,0.233,0.339,5cqKUpBuWzN8xJbPgB2ooA,0.00896,0.11,0.0401,0.171
2879,0.518,0.802,0.526,6QsEMC07RrsuMTaTrSLmRh,0.0261,0.0739,0.257,0.532
2880,0.776,0.425,0.21,2li2YIAG0WR8wlkgyUbmST,0.902,0.0992,0.0451,0.311
2881,0.76,0.539,0.0868,5Bw4rPnjrlpvpbiafV2w05,7.4e-06,0.105,0.0406,0.106
2882,0.359,0.541,0.302,00nZjMB2Ts8Vy1OX7b6Jnh,0.597,0.086,0.0548,0.0383
2883,0.375,0.578,0.286,6kULkxhKBC55IkT3eKdDJ0,0.00124,0.202,0.0313,0.299
2884,0.776,0.632,0.363,0Y5QRb4WVeeMPHNVjpNOaP,0.00188,0.106,0.04,0.0503
2885,0.599,0.532,0.264,2reMpZOHjP6bf9320rp6FA,0.000713,0.19,0.0272,0.152
2886,0.0551,0.634,0.494,2DYFCpebo4JKXlTUIm02Yt,0.877,0.117,0.0303,0.279
2887,0.691,0.39,0.4,3wdI5eM9FuayPmM1gPZyce,0.868,0.106,0.0618,0.203
2888,0.511,0.595,0.267,1V7H0FaVShX03W88jBsZcY,0.0363,0.075,0.0325,0.0388
2889,0.767,0.714,0.565,1gHXm48604ZX8hTtcKEfGG,0.923,0.131,0.0589,0.282
2890,0.129,0.362,0.371,09eSdS5RTgyodJt3krr5AC,0.0441,0.121,0.0324,0.107
2891,0.407,0.541,0.632,6QC1fz5IP57mLhvNxrZTrx,0.0333,0.103,0.0461,0.325
2892,0.836,0.618,0.217,6i3K9JRY0Bc6kZZeyMuikL,0.000163,0.538,0.0515,0.0872
2893,0.0195,0.405,0.439,3wxE7DDvdbZMRdn5gf52Rq,0.109,0.0638,0.0316,0.145
2894,0.561,0.265,0.427,5cN2u0JBfPsOvFlmnFduGG,0.496,0.0849,0.0303,0.136
2895,0.939,0.609,0.34,1xF0fbFOv3j7e5WZhkGAgE,0.817,0.358,0.0599,0.307
2896,0.375,0.615,0.162,3grNPvGi1fl9Hxsu3QWzno,0.219,0.104,0.0308,0.164
2897,0.543,0.493,0.233,6llZPoHpm2nlceuNAwzvfV,0.0407,0.11,0.043,0.106
2898,0.926,0.472,0.381,1juTdgpxNKHl0JfJuuSn2f,0.00154,0.103,0.102,0.24
2899,0.808,0.352,0.309,6ukyupfsyR2YcEl6JODhxX,0.171,0.191,0.0354,0.0826
2900,0.37,0.345,0.409,73U0qS02YGjqXFj4zwKHJH,0.842,0.103,0.0298,0.155
2901,0.918,0.58,0.451,6R742dF4R83RaW7FHAJ5r9,0.00208,0.123,0.0297,0.295
2902,0.788,0.291,0.357,42sRXGrVqCPmtS61w7QMRF,5.47e-05,0.249,0.0442,0.101
2903,0.366,0.53,0.62,1xAQyyYgzOIhhudyj41wnC,0.805,0.361,0.0354,0.128
2904,0.584,0.547,0.271,6goB16XP1iPvbkkcXL9wZc,0.753,0.0827,0.031,0.167
2905,0.844,0.154,0.296,6w6KQpgLSRfcunFOHrjHKS,0.0375,0.237,0.0307,0.0436
2906,0.916,0.185,0.22,6VJ3YrVL1jNyxx87gRBZOX,0.108,0.113,0.0406,0.0311
2907,0.805,0.304,0.427,5eaYotQSYgD67BJnPgOdQi,0.911,0.0932,0.0364,0.062
2908,0.362,0.583,0.259,1aeRBIzyU7t8QOsPkvbm18,0.62,0.109,0.0548,0.218
2909,0.871,0.398,0.234,0PFkZhNCxRU7ClKHoPJ8l9,0.000915,0.0788,0.0521,0.0394
2910,0.692,0.601,0.513,1EEm8G2N213mjTDmUYv9hK,0.826,0.315,0.0333,0.273
2911,0.927,0.181,0.212,4KFAdnBgLQdFep6jRjgoVF,0.0948,0.129,0.0377,0.0531
2912,0.102,0.506,0.675,5qno3CYMbt4uNFw0YbHqo3,0.232,0.0596,0.0371,0.131
2913,0.186,0.65,0.451,0Zk9YXbgMr1JJ82LTxni1M,0.827,0.134,0.037,0.704
2914,0.0722,0.535,0.459,0OphUDyllTx00zAlQBGzV9,0.117,0.0942,0.0645,0.0969
2915,0.509,0.462,0.58,2mttEy7fRMD5Fwvrl5N9bo,0.131,0.105,0.0322,0.472
2916,0.921,0.712,0.303,5okgNDtQhwxxAoC7VQB8kc,0.677,0.102,0.0358,0.455
2917,0.717,0.237,0.402,5Y7Ndelx7XKO7XZg9ViJXy,0.00286,0.2,0.0345,0.174
2918,0.788,0.499,0.672,6K20bUM9elUJZWYf9nJAKR,0.905,0.112,0.0353,0.0569
2919,0.848,0.514,0.375,3qPj6nfIkIbj2HPfizF9Z9,0.196,0.263,0.0282,0.32
2920,0.642,0.381,0.61,12k9vNxCz2MNRwoedg91mU,0.878,0.138,0.056,0.14
2921,0.684,0.558,0.62,4bMJgnu54dPPyKXw5kOGU5,0.796,0.711,0.0289,0.36
2922,0.705,0.259,0.536,0Q3HFb2L0Ydh8cFxM36Ltg,0.000501,0.432,0.0367,0.29
2923,0.842,0.52,0.341,5Q2LXkoqv8REmtHuXhbjJI,0.0193,0.0971,0.0534,0.052
2924,0.983,0.586,0.194,5MuNnOM9MZtXPxtjgQzviH,0.828,0.162,0.0505,0.178
2925,0.785,0.488,0.388,34BDTBO4537u6gKaL6eOPO,0.246,0.125,0.0354,0.0974
2926,0.514,0.67,0.679,7kTgtLlNBhzbFvpdi351jI,0.285,0.109,0.0414,0.492
2927,0.421,0.507,0.413,0odFemLB4X22YslizqRKC6,0.0296,0.0959,0.0395,0.174
2928,0.141,0.624,0.696,2vV7JNksaHy11aPOWj120I,0.302,0.104,0.0382,0.727
2929,0.931,0.433,0.196,4Q5tec3nkF2W9frFn2sUVE,0.000632,0.178,0.0684,0.186
2930,0.354,0.34,0.439,1cR7s0ghhOj56nhTjwSIRO,0.954,0.232,0.0371,0.0509
2931,0.814,0.833,0.149,0gbJJyyEtej0ort4OkSwg9,0.528,0.563,0.0931,0.511
2932,0.832,0.518,0.389,25zrrxFaryXvke7ctV0oeA,0.69,0.102,0.0368,0.296
2933,0.891,0.532,0.484,7uGJ44u1YqTmsvioQv9vQe,0.78,0.108,0.0251,0.228
2934,0.912,0.498,0.515,3g5pYVePf1XYxGhiy9PhPk,0.823,0.127,0.0386,0.209
2935,0.168,0.452,0.653,3H5HxUbJObJPEJKcOEYM7F,0.984,0.154,0.0265,0.197
2936,0.764,0.463,0.359,3mZHmZahGKJwP0GDtWaOq8,0.0224,0.0997,0.0326,0.161
2937,0.459,0.74,0.382,1G1VR90B2GQsKMQQiLRDeI,0.57,0.197,0.0935,0.34
2938,0.336,0.748,0.381,3G9DavtROiqQKuWZf8Zc1K,0.818,0.121,0.0628,0.75
2939,0.776,0.877,0.178,42EMSKPgulAzr4RLY65Eut,0.0193,0.107,0.102,0.442
2940,0.667,0.901,0.136,7EAMXbLcL0qXmciM5SwMh2,0.354,0.109,0.102,0.643
2941,0.19,0.51,0.59,5S0Bfnt64ZAF4zVZLQdKou,0.622,0.456,0.033,0.0394
2942,0.32,0.69,0.668,2fQv1XI0BMqtJv35UYEgWf,0.303,0.108,0.0537,0.0952
2943,0.572,0.368,0.54,52j7mcWphALGBQZmJgkw3R,0.503,0.1,0.161,0.183
2944,0.91,0.555,0.24,13ZzeJLQlwGYiKCwyl3pyn,0.94,0.0934,0.0334,0.164
2945,0.804,0.37,0.408,1ff60tDWdcdVN6PtKQXWny,0.0279,0.678,0.0441,0.164
2946,0.556,0.676,0.363,0LxAxw5XTiaLuTOCSSGhrB,0.535,0.127,0.0508,0.419
2947,0.872,0.411,0.285,0d6bZwEAi1XblGRhnzPfgC,0.000354,0.0993,0.0306,0.213
2948,0.055,0.694,0.806,24WFPX01vlFZ8kNKtX6PjM,0.114,0.131,0.0393,0.116
2949,0.103,0.296,0.599,4EtV7bwr5Y2tSScH6WVznD,0.766,0.113,0.0512,0.104
2950,0.77,0.649,0.401,2FdmxmcLs3kzcaKexLf0Gl,0.0421,0.111,0.0284,0.356
2951,0.512,0.681,0.407,0fDf7Fo4Lb6DA1mmKibSNc,0.00753,0.111,0.0297,0.294
2952,0.736,0.596,0.223,5CAadCIjbkXYNgXvu3HQAE,0.00182,0.108,0.0275,0.0384
2953,0.38,0.685,0.486,5QxSjMyZWPQk0dN8NxXb7G,0.877,0.108,0.0426,0.195
2954,0.767,0.409,0.312,4VXvw5t6OdQ7EEuMrNAjDS,0.823,0.139,0.0657,0.278
2955,0.941,0.628,0.381,5vJtWGrrEa481OdXVhgBjq,0.894,0.105,0.346,0.315
2956,0.629,0.256,0.337,7DyJ34GNKHOlgFueTfTqVB,0.0235,0.101,0.0537,0.0606
2957,0.939,0.265,0.196,3yv7fh09QDONTfUHujd3ff,0.191,0.11,0.0346,0.0974
2958,0.787,0.474,0.644,6YMszt4wGd04M1jNqEqEzz,0.303,0.109,0.0397,0.377
2959,0.354,0.34,0.439,50MVzYdJee7yUCUkeP0URt,0.954,0.232,0.0371,0.0509
2960,0.933,0.636,0.182,2otiDDwdNyyFa1JGTc3GJs,0.942,0.134,0.0393,0.106
2961,0.849,0.568,0.584,0rvgGiIKX9EqH85S6RD83o,0.897,0.0544,0.0338,0.515
2962,0.978,0.49,0.2,0geVN0CEavawsOCv2FpRbY,0.637,0.0832,0.0292,0.17
2963,0.855,0.472,0.304,5gEzjKLS1ggO5cULx3eK87,0.903,0.0993,0.0323,0.317
2964,0.636,0.705,0.418,6kSYWuonprvsCJjg5VjTBz,0.874,0.0894,0.0857,0.38
2965,0.00806,0.778,0.373,4RahdzD2B7f7Q6XDyf92qH,0.00983,0.0835,0.0448,0.434
2966,0.0228,0.356,0.489,3tk8TKZzI72E985AiHJjXU,0.654,0.128,0.0335,0.168
2967,0.215,0.194,0.325,0ymBiMJtFdiu5sQciZvOyL,0.277,0.117,0.043,0.17
2968,0.369,0.375,0.48,6cZKMJir0kkZMvbtkoBx34,0.908,0.105,0.0369,0.157
2969,0.224,0.753,0.448,5bDLSUTUNFn3VYHMiBpLK5,0.833,0.0836,0.0994,0.691
2970,0.942,0.511,0.156,0VDkATqVm8zvoAHtNweIBJ,0.641,0.0813,0.0415,0.041
2971,0.893,0.661,0.365,1RS8Pn1oPHnEP8fGWFI3jj,0.681,0.276,0.091,0.182
2972,0.722,0.343,0.286,232pmzAdXJZ7VQyoxmxTl7,0.00488,0.332,0.037,0.0786
2973,0.362,0.51,0.491,5ZE5T3wBO4U3z2pQJzMCBd,0.829,0.0898,0.0269,0.0752
2974,0.765,0.407,0.256,4a8njLGIK0meARLqzvysDn,0.882,0.118,0.0454,0.118
2975,0.00493,0.775,0.625,1VW2641aYbDzyxi70hjibj,0.669,0.0811,0.0498,0.442
2976,0.183,0.687,0.674,0uKH6iCO446VbQS0QvjLXp,0.267,0.161,0.0352,0.0395
2977,0.577,0.438,0.404,7JyR9WAhTfrVMjBqUZt4Zq,0.858,0.0327,0.0411,0.0905
2978,0.509,0.706,0.588,3NfRKsjVfCBtL3oTzmA8cj,0.834,0.111,0.111,0.0902
2979,0.00598,0.561,0.693,2DOzx0D9w7ZBGHZn8bM5X8,3.35e-05,0.625,0.0395,0.0894
2980,0.393,0.701,0.761,2pm8G4uCAD1q82FOMzsnmp,0.638,0.131,0.0856,0.258
2981,0.2,0.345,0.682,42q0CCc42PYIGqmCzJUFvp,0.634,0.15,0.0562,0.278
2982,0.152,0.769,0.855,6ZU9FTLX7QAN9uDlITPa1U,0.932,0.234,0.0506,0.553
2983,0.00466,0.665,0.85,7oOk5fRwEV2a9YubgbnRwc,0.873,0.0855,0.0422,0.0352
2984,0.00043,0.513,0.798,6ne1d2oBrLZBchD8jWFYqW,0.807,0.111,0.0545,0.404
2985,0.109,0.468,0.645,6XCqa3S2QjCbSf3Truc9FF,0.438,0.109,0.172,0.427
2986,0.295,0.663,0.658,0Nc1rZEB2tZLgpxw5nkpEu,0.867,0.102,0.0345,0.0532
2987,0.777,0.534,0.327,6GdVQFlaPHRQpHzu9pXlMo,0.771,0.12,0.0359,0.0392
2988,0.735,0.594,0.706,2YWJe5Y1MW3q84XjKLP98D,0.862,0.074,0.0425,0.0394
2989,0.679,0.582,0.668,0G8WZH914zmtnFRYW6QVmB,0.426,0.0904,0.0357,0.0356
2990,0.1,0.756,0.72,48uXK3d4neokwiEIUqkxNG,0.779,0.11,0.0674,0.629
2991,0.866,0.183,0.143,3C7gF4Ako8Fnmp3N3pr0do,0.845,0.108,0.0447,0.0387
2992,0.143,0.506,0.788,3g5ScmIyys6e7wq30hhqqH,0.609,0.0468,0.0772,0.288
2993,0.614,0.727,0.693,058bYtysQS0bnt7KtEnZsg,0.418,0.122,0.042,0.369
2994,0.454,0.592,0.691,3OhwaetItNaTXxn0mr9SkN,0.75,0.0995,0.0343,0.234
2995,0.0131,0.549,0.692,57Sh1hyB14nGv2mqkA0SXa,0.0,0.0907,0.0833,0.602
2996,0.461,0.67,0.762,4NvVLDfayPOR85sXtxuIPF,0.862,0.111,0.0743,0.228
2997,0.578,0.853,0.405,28u92L77wqbWYXMnw0nPIW,0.858,0.093,0.0484,0.0758
2998,0.177,0.801,0.571,1B1QyU5S0rIrokfaV9Zq4a,0.905,0.107,0.0574,0.702
2999,0.309,0.743,0.509,0selYyeuPFayoIaL23PNbP,0.869,0.0839,0.0376,0.135
3000,0.0347,0.701,0.716,3w8rpFQs11MSXJk729czES,0.863,0.406,0.0459,0.297
3001,0.0495,0.486,0.612,620HKdm642mp3k2VYoxxfE,0.895,0.109,0.0407,0.0442
3002,0.0456,0.632,0.714,6170lJSBtiM5trzOtHtdD2,0.651,0.132,0.0411,0.0641
3003,0.573,0.601,0.475,2hy84o6RtErBHgUeaw1xuJ,0.845,0.299,0.0356,0.0361
3004,0.221,0.492,0.806,560anuQ9osy5gKo20TeuBj,0.67,0.225,0.0427,0.143
3005,0.715,0.576,0.535,2f1HS8JgiTaAhPfj4i3M1w,0.901,0.108,0.0395,0.101
3006,0.302,0.759,0.909,0iALOYqXaVoluUIsSyDAny,0.842,0.0998,0.0373,0.47
3007,0.0962,0.457,0.465,5f6NUZlhVcqZm2YeNXvv6D,0.818,0.101,0.0581,0.129
3008,0.0158,0.853,0.798,5ZYAufbhkzyhLxk0u2uLqj,0.948,0.0967,0.068,0.42
3009,0.588,0.614,0.683,4WLuQeH9K5nkXp48UTskxU,0.818,0.0794,0.0579,0.23
3010,0.153,0.584,0.532,598hoZZq4JR6r35UOVHxiv,0.459,0.109,0.0381,0.0455
3011,0.116,0.663,0.415,1MHi91VKtRALu7GIAPhQt1,0.885,0.133,0.0366,0.167
3012,0.0106,0.669,0.823,1tCKkQ602lTzojiciUXXuG,0.955,0.0944,0.0434,0.0439
3013,0.524,0.612,0.7,1dxh17Gm1YnV8IOvdUZm0o,0.788,0.116,0.0411,0.0487
3014,0.135,0.442,0.524,1BIYsbSzHiocfF8Q5TwDPc,0.615,0.102,0.064,0.0757
3015,0.685,0.707,0.829,26sM3JtyHBYH2b4owBiSki,0.925,0.102,0.0401,0.183
3016,0.00368,0.657,0.569,2JsZsC5SUWrJ7z1DwfxsGM,0.306,0.111,0.0232,0.119
3017,0.459,0.734,0.405,6l10gtf7kTVXffuE4hvI1w,0.964,0.129,0.0287,0.112
3018,0.0958,0.828,0.522,72r1P9xMY2htIvrEoUvqv3,0.881,0.076,0.0999,0.573
3019,0.0356,0.567,0.743,1TuopWDIuDi1553081zvuU,0.847,0.221,0.0626,0.423
3020,0.00112,0.434,0.725,1DINwX1nLy9sc3jhpboh6I,0.914,0.0731,0.045,0.14
3021,0.734,0.662,0.265,5HbQmBAlDCO4ksmcbvAeHX,0.926,0.0818,0.0634,0.0396
3022,0.692,0.602,0.38,5s77xsChRx6PpnKxLDX2mU,0.91,0.0983,0.0385,0.176
3023,0.0911,0.64,0.669,01GHm5UtG2XN7ANzLcv5pU,0.547,0.0633,0.036,0.198
3024,0.0048,0.421,0.757,10oZiJL4ww3bJS0xQxnSnJ,0.0257,0.407,0.0561,0.378
3025,0.299,0.594,0.58,1cY4MNV5luYVnDzU2zDaUb,0.812,0.0945,0.0279,0.32
3026,0.171,0.565,0.534,6BGlP9eGVEvAXUf3I9mdSA,0.876,0.106,0.0336,0.0367
3027,0.0337,0.54,0.779,3MLqXvRWi5lFtxxivaPGUd,0.909,0.118,0.031,0.193
3028,0.0365,0.316,0.63,6DMoV5fRNV6iy7GBpnFP39,0.0612,0.305,0.0453,0.242
3029,0.000595,0.558,0.617,5BE0kmzVuJ1PA0EtlWmvXZ,0.916,0.0898,0.0323,0.0399
3030,0.786,0.53,0.609,4UYJcB0dNqcrhyNNsdu9Mw,0.0992,0.116,0.281,0.0352
3031,0.409,0.704,0.557,7tdxlKkxrBzCu9fD2sAvVX,0.852,0.0869,0.0406,0.352
3032,0.015,0.598,0.73,29QOFp0SBvdBslxXqLWinD,0.897,0.335,0.0365,0.532
3033,0.119,0.578,0.839,2tKtYOAZIeQcE3I6Amdpz8,0.48,0.187,0.0409,0.158
3034,0.607,0.734,0.822,52FKaF7TGg2qBsAALTQu8P,0.57,0.111,0.0449,0.0319
3035,0.00412,0.378,0.647,2JiEMz8cMMjzwDeMEHmwdd,0.818,0.0682,0.0473,0.346
3036,0.0838,0.76,0.659,6c6ZVwHBpAWxtMIP9H4b8G,0.761,0.122,0.039,0.521
3037,0.0623,0.566,0.75,4Cy9BFuwijjLbdFFB1uren,0.728,0.0967,0.0529,0.253
3038,0.299,0.76,0.477,6aMuy8qrKbOpOTfyCsqeyN,0.876,0.126,0.0297,0.427
3039,0.562,0.364,0.64,5xr6z3vBVV634JifZdUz1j,0.106,0.102,0.112,0.168
