,track_artistid,track_genre
984,44zcDDVZOY0ck7KECNUPK1,deep euro house
985,2AR42Ur9PcchQDtEdwkv4L,bass music
986,7A0awCXkE1FtSU8B0qwOJQ,electronica
987,7foiHDFvNIouC0QFaaKXeq,
988,0CdxxbmCwuQ0dV9LvvyqlO,brighton indie
989,6MJKlN8ya42Agsw3iQZs6e,french indie pop
990,25w2vpqq7dYleBAqMx7Ijx,alternative dance
991,5Dyfxq0ZrFjjeFBdSNxDbo,edm
992,25w2vpqq7dYleBAqMx7Ijx,alternative dance
993,2o7L9DNcmzocYll1o0GGTU,ambient house
994,6nS5roXSAGhTGr34W6n7Et,house
995,6JkBbOaS3boYr0jIeSj5eM,
996,3X1fGv94hiyQQ8Sc7GRE0K,bass trip
997,2o7L9DNcmzocYll1o0GGTU,ambient house
998,4TrraAsitQKl821DQY42cZ,dance pop
999,5wTQg4WsivNx3LwPoM50Af,chill baile
1000,0IVapwlnM3dEOiMsHXsghT,bass music
1001,2HENzGtBCscHaQpvKoQLYD,
1002,5Ikx0aFxVUT8wJDKvl824Z,
1003,4eey1xupRaUay0mrN6b0FZ,
1004,0s0nktI1hRDRcexcJGkZ2D,
1005,5dFuu05x8SPBuymudrTBU8,edm
1006,7LTSTQkL7iK7zndjFQgHQo,deep house
1007,1Na1sVrGWKwAigaW7a6hi5,pop edm
1008,3iOvXCl6edW5Um0fXEBRXy,downtempo
1009,1VQbKTxffoucVT6aFFPTh6,poznan indie
1010,1VQbKTxffoucVT6aFFPTh6,poznan indie
1011,7nwdEDnfgNpPhWQCXX3KSx,uk house
1012,1GhPHrq36VKCY3ucVaZCfo,alternative dance
1013,3ifxHfYz2pqHku0bwx8H5J,alternative dance
1014,65A90NWrD8qdbNtsRgVXdf,
1015,23MIhFHpoOuhtEHZDrrnCS,ambient
1016,0CdxxbmCwuQ0dV9LvvyqlO,brighton indie
1017,0Dc7CbTE5mcvrprttS6GDs,belgian edm
1018,1BqIPGrEhdjdLFpUzce2dh,progressive house
1019,23MIhFHpoOuhtEHZDrrnCS,ambient
1020,1VQbKTxffoucVT6aFFPTh6,poznan indie
1021,27gtK7m9vYwCyJ04zz0kIb,gauze pop
1022,0CdxxbmCwuQ0dV9LvvyqlO,brighton indie
1023,6Vu5ri1skVRQ5jh8Tkytri,aussietronica
1024,1kR99O4MgSTasyeJh8UFCg,deep house
1025,2GE6MAdyGzeXpY9TwIYd3l,chillwave
1026,3HRRzIZNQFus3xlUx2xKy1,deep euro house
1027,6FQqZYVfTNQ1pCqfkwVFEa,alternative dance
1028,5EMhnsc8XoFAR7Cpb8TjPv,
1029,7LTSTQkL7iK7zndjFQgHQo,deep house
1030,6pJY5At9SiMpAOBrw9YosS,deep house
1031,29I1Awr514OmaSKE0aYBPf,
1032,3OoNpyvA82LedOZWG3WE8Z,deep house
1033,5BHnxVD8DTBy2sVlHFaMwS,
1034,1vC5TVxVBiFxGAZRps32PO,
1035,5FIfw6s4iYUFu6tA3iIIOQ,future garage
1036,6pJY5At9SiMpAOBrw9YosS,deep house
1037,0IF4B0ZFCLAbcshTusfEl1,chicago house
1038,4Hl6TEQAFgH0XrZq4f8okX,deep house
1039,7wXTWO45lqpUejDkike0Gf,experimental house
1040,4aEnNH9PuU1HF3TsZTru54,alternative dance
1041,0Ij7th9uWcDVYNAIOn5W22,float house
1042,7Eu1txygG6nJttLHbZdQOh,alternative dance
1043,7Ltu3iMfSAMBcu8W1KxpBB,
1044,3qk4AowZhFKoYHocPk6l06,
1045,0WG1OdtW1tP7pAPyS55BMV,
1046,6nxWCVXbOlEVRexSbLsTer,australian dance
1047,55i4AnS7E58y41UwE0vvQh,french indietronica
1048,6pJY5At9SiMpAOBrw9YosS,deep house
1049,3iOvXCl6edW5Um0fXEBRXy,downtempo
1050,0QTO0QZDjoyXxRtIgAU4GY,russian alt pop
1051,6QAXPFWafsrhltnhogrQ1P,deep house
1052,1Zwt7HXzjxAHMfrNhwUuSm,deep disco house
1053,2rv8IrcIQiFKkdvQAgUTZj,aussietronica
1054,44zcDDVZOY0ck7KECNUPK1,deep euro house
1055,0u2qG4roqULELVVO9fMgSG,progressive house
1056,6XJeFzmI6vrWyHcdB7EImP,deep disco house
1057,1LK1ywbyRrajPZgW6IbcR8,
1058,7aFxKbiPGJHNrcrGuKW5X9,float house
1059,6MJKlN8ya42Agsw3iQZs6e,french indie pop
1060,6pJY5At9SiMpAOBrw9YosS,deep house
1061,5tDjiBYUsTqzd0RkTZxK7u,progressive house
1062,1MTeaWPlmZqLt4sJ4lG8Tl,deep euro house
1063,2tEyBfwGBfQgLXeAJW0MgC,float house
1064,0CdxxbmCwuQ0dV9LvvyqlO,brighton indie
1065,6X8lhZ7YaRUBlOsOYimlyD,compositional ambient
1066,6zShblBoSrGrKtcv3OGOif,irish electronic
1067,4Ehizytd7yGJKj5ywFyj3E,afro house
1068,6QAXPFWafsrhltnhogrQ1P,deep house
1069,1O2baRne0tPJphWhriwWSl,french post-rock
1070,1zNPQQYt8BUtYhshYQR0IH,latvian electronic
1071,73A3bLnfnz5BoQjb4gNCga,ambient house
1072,73A3bLnfnz5BoQjb4gNCga,ambient house
1073,0u2qG4roqULELVVO9fMgSG,progressive house
1074,0Yh5vHNrVsgQ9UEcj8Rqss,
1075,6j7oCqripDrP3x226wAF5H,swedish electronic
1076,3ymKwXlmeobicZoei3yU0C,bass music
1077,3yg8VEfEzpr8T9NkiEsycS,indie jazz
1078,0Ku8nzqtaDxHYAo2kvCh4Z,french indie pop
1079,5cdE65wvlFqMFAeQ29MZgr,
1080,5CM5PpBzdFwgJmlafK2AEy,french indietronica
1081,5UVzX8pQe6bb5ueNdfViih,deep house
1082,21mKp7DqtSNHhCAU2ugvUw,chillwave
1083,7G1GBhoKtEPnP86X2PvEYO,adult standards
1084,4NZvixzsSefsNiIqXn0NDe,electropop
1085,0ttHbJjRLbyrOgRy0oUMug,
1086,1deVrxjIl8NdenVpoSUiKi,
1087,3ndq9cOqNc3DEQOBsO10DG,
1088,4Vjb3OJHilpgTWYYNXeJTw,
1089,6xqpdCiMM646Q6nAD5n3vO,indie anthem-folk
1090,4mHvZlo1KyW4kW3F1FE1q5,
1091,6QAXPFWafsrhltnhogrQ1P,deep house
1092,1kR99O4MgSTasyeJh8UFCg,deep house
1093,7GZ8Tz3F5bLPTJYNSwiunY,belgian edm
1094,2o7L9DNcmzocYll1o0GGTU,ambient house
1095,005aNwS2ayjqoZxwakSyt4,
1096,3U6FqAuXdKYRrGUIyv9MWa,filter house
1097,4CTKqs11Zgsv8EZTVzx764,alternative dance
1098,6yCdWsTDt4Dmb5GMZd5QLb,bulgarian electronic
1099,77Rl2fZAHgCfAjqB5X7dfH,
1100,4aEnNH9PuU1HF3TsZTru54,alternative dance
1101,4aEnNH9PuU1HF3TsZTru54,alternative dance
1102,6nS5roXSAGhTGr34W6n7Et,house
1103,6nS5roXSAGhTGr34W6n7Et,house
1104,7Eu1txygG6nJttLHbZdQOh,alternative dance
1105,67YkGjtw8rmC6Ck0GmoxFA,
1106,1Dt1UKLtrJIW1xxRBejjos,electronica
1107,1Dt1UKLtrJIW1xxRBejjos,electronica
1108,764H8zG8sTf5FPHWHW5bvh,acid techno
1109,1Na1sVrGWKwAigaW7a6hi5,pop edm
1110,65A90NWrD8qdbNtsRgVXdf,
1111,3uBuZhRPzJrsdk6JxJWJuw,indie electronica
1112,5UyjnQfu4OsLGiOi3sIoEN,chillstep
1113,1iQhd9xO2v82j0dBbt4tHz,french indietronica
1114,5IPfQxAec3uc67v3D6ihd9,
1115,5UyjnQfu4OsLGiOi3sIoEN,chillstep
1116,3qYBtbmNfQZGjqtty0WvZ1,
1117,4Ppqyb0QJec1QNtK0VuuA3,chillstep
1118,6Yae9Ia1nq6JLLojBzwN1r,deep house
1119,5q3wKuiaCK8BRPZQSvehFd,bow pop
1120,3ATHXs1f58nnxQGsP90xbz,emo rap
1121,2lHSlOOSjpb0qKUkrpXT6J,danish jazz
1122,4Icvm8wrj4Btq3O7FHJJZd,fourth world
1123,3JKd43oYlE7ifoodXetsuw,filter house
1124,6RbMbk3ESABRfeSQvHIH9L,
1125,3PvqCbhNlq96JXxPszCMZT,future garage
1126,4dTw5svKFBPnfijbi3H9eI,compositional ambient
1127,68CJm0zi1e3ucyJvlmJHri,
1128,0qzzGu8qpbXYpzgV52wOFT,ambient folk
1129,4iwYvUGOkgKYbCF0rcmJay,
1130,1jdUu8RsoIhTGLeJvzoACP,neo-classical
1131,7MSUfLeTdDEoZiJPDSBXgi,ambient
1132,0IVapwlnM3dEOiMsHXsghT,bass music
1133,5odNYb0R6MGVmindrMrYyk,neo-classical
1134,0qzzGu8qpbXYpzgV52wOFT,ambient folk
1135,4EdG3DOqirA5Jpz9SfugWO,j-ambient
1136,56WzaWPSOfPePuPdfHBYr5,
1137,0jrFMgW018F1XVnLtCXOKi,compositional ambient
1138,5odNYb0R6MGVmindrMrYyk,neo-classical
1139,3kTQiUxeIBkaXlOug0xXXX,progressive house
1140,2Fjp29AXxObfn0NV1HSf0v,
1141,6hKJteZkxCj4rEW8Enp9r7,focus
1142,4LJwh9ZsgqIiJcv57e6bUO,relaxative
1143,461sVAxk7a1yog2yExyBRX,compositional ambient
1144,461sVAxk7a1yog2yExyBRX,compositional ambient
1145,461sVAxk7a1yog2yExyBRX,compositional ambient
1146,5AVdeBRaOsTtoXqQFyPVhE,compositional ambient
1147,7LxlPlaeWxWsdH4RXzYxGg,new age piano
1148,3uitNL8cJAFwhKlDO762Gx,pop folk
1149,6vZPwPZBhP2RCPcijCfRAV,
1150,33WEbJHirq23bohapH3pI9,aussietronica
1151,0iViECTHd21gYy1zIEvusi,indie catala
1152,2lD1D6eEh7xQdBtnl2Ik7Y,cello
1153,5IMeZZeaEOC5mFNB4Xl2ar,experimental electronic
1154,0WSSKmoRbxqLf3MnXInQ2J,electronica
1155,3mvkWMe6swnknwscwvGCHO,big beat
1156,3mvkWMe6swnknwscwvGCHO,big beat
1157,2T5NLCuN31j79zbxZ2XCSA,uk dance
1158,5E5cEevLYdQHU04gIkA3ff,ambient techno
1159,0qzzGu8qpbXYpzgV52wOFT,ambient folk
1160,2kiSeGQsztzTrVXlIZOoBn,
1161,4dTw5svKFBPnfijbi3H9eI,compositional ambient
1162,42jjXx78KbUsKWk9H5cCSk,
1163,37YzpfBeFju8QRZ3g0Ha1Q,deep house
1164,7GMpkbegUlL4UvUe5w47zu,focus
1165,4rqPUulTdgCJfxITPHP2oY,
1166,2GE6MAdyGzeXpY9TwIYd3l,chillwave
1167,4PWm0R7GT00XJa3TIFoUT4,deconstructed club
1168,4dM6NDYSfLcspt8GLoT5aE,edm
1169,497rp5TEzJffeBnUT0BeE1,contemporary jazz
1170,3fBvawWDezorTt8q2xGj0p,
1171,1XLQlJpU1BEXPgYZJql9B9,
1172,6pSQcy8935ABNiK2qOpOlK,compositional ambient
1173,25IpNXDRxJS38E2rLJeCF3,
1174,7exctwYNULoOlBmGGUwIzd,dutch experimental electronic
1175,0BXba0ldes9O3QN8JPi1sX,
1176,0IR5NctDCruRpAkUbkezi9,focus
1177,7iFBCM9EuHMsWytEVnplIP,chill lounge
1178,5YNgVaI5vgMjBLel7QShBe,background music
1179,0liG9qD19eWrt5Ur4cnsYd,ambient
1180,14YzutUdMwS9yTnI0IFBaD,compositional ambient
1181,73LvjicByRK5LazcQYZMAY,abstractro
1182,0caexq8IZJiml87IKjuWF8,dutch experimental electronic
1183,5rZVjGkZZI4TnpMHQwrxfG,bass music
1184,0MeLMJJcouYXCymQSHPn8g,ambient worship
1185,6YJ4EgQzDfJnIHRbqIHAdD,chillhop
1186,4PE4i9qqfT0fpCm76kcuuB,
1187,3osVl2uN6i7tzBxNcskTzg,
1188,0sNXk2NCcF4VpqvJ0KRffX,ambient
1189,6pSQcy8935ABNiK2qOpOlK,compositional ambient
1190,3HvDJH01baTm3p6Wcqh7x7,japanese piano
1191,3mvkWMe6swnknwscwvGCHO,big beat
1192,0lyYj50zdrW1AtBkPOwERF,
1193,2ABBMkcUeM9hdpimo86mo6,chillwave
1194,3iOvXCl6edW5Um0fXEBRXy,downtempo
1195,1CoZyIx7UvdxT5c8UkMzHd,pop
1196,0PxzGnCYBpSuaI49OR94cA,electropop
1197,7cae9Fkz2R1NDHWtdnaE8d,indie electropop
1198,3cFbMn6PWzK9ukWYrObGDi,
1199,05fo024EFotg9songSENOZ,art pop
1200,5Lhxlge1CR1DrgDAje8Qaw,electropop
1201,26GHRG8x1F4AzbCKzUaIbw,indie anthem-folk
1202,6PEMFpe3PTOksdV4ZXUpbE,hip hop
1203,1QYLPCha8SMSkIBQhyiYfx,cambridgeshire indie
1204,7wg1qvie3KqDNQbAkTdbX0,edm
1205,2zmrsXMHxagFz6vI2cD7r6,electropop
1206,7HPVAGjCVDzP7xcNrkwgxL,indie electropop
1207,1DIr8qPcgJS50FFNfC3nnp,canadian contemporary r&b
1208,173wMRubTW7g208ZRpzFpu,electro-pop francais
1209,5VF0YkVLeVD4ytyiyVSIiF,art pop
1210,0Wkm45quqfx3NepJpXDvwE,art pop
1211,4VivsO1n4n2Mi2Btyb5gfL,australian dance
1212,7c5qu1gNlg8jWDzzmlp89O,bboy
1213,6joS5ruCz1MSCWxJb8Yqjb,
1214,5dllmwFsq4JlN1YK0f41Sm,
1215,0Geqa2iYzhQA5oVKUWuu0x,aussietronica
1216,5tU5HsDRcBKvOhKjO24QPj,london indie
1217,28yVvEvA2lT3K5RNIhV1Dj,alternative r&b
1218,163tK9Wjr9P9DmM0AVK7lm,art pop
1219,1xcMOgFUM1IYZE22YjCvsL,alternative r&b
1220,6f96znq79wvlknKHHHhtTW,alternative r&b
1221,5cIc3SBFuBLVxJz58W2tU9,electropop
1222,3YO2a6i2cfdFbgxk2HDfPe,kent indie
1223,6NUBt2nj5uT4iLLTIMRxra,polish electronica
1224,39kjdm4oUJo40vZgcetOGV,indie electropop
1225,58UpHBCQ1Jj67DJsR7Qyqg,complextro
1226,2rdSCmWgrIWA8pmwhS1T2k,
1227,6Ecz7gxB2Uh8IbMO6X0Fe8,balearic
1228,3AcBSoCVhxILXJnfLcJb66,brooklyn indie
1229,14bYCWgayimiNVMbO2HSrN,
1230,7KGI0OwY8iAL5rI5p47YyK,alternative r&b
1231,2vf4pRsEY6LpL5tKmqWb64,house
1232,5ByZShASoFollJWvTjpfYz,danish electropop
1233,1oSUUU9sEJ2FUhIBzR3oO1,indie electropop
1234,5MCl6mca6ZixPR36dHH9Sd,oxford indie
1235,6QrQ7OrISRYIfS5mtacaw2,indie poptimism
1236,5xR9ASaTQjZvn8Uv38G2vL,
1237,1JhiIIXT9DWqEU3BYFZwGA,electropop
1238,1xkxEEm60IyknT2Eh469mX,vapor pop
1239,1y71H4hNtnHG7LeU1Y47FO,british soul
1240,2ABBMkcUeM9hdpimo86mo6,chillwave
1241,4yXLvigKd8uAUeigFELB9y,fluxwork
1242,0czrBoETgcvqgjAojfEuYW,
1243,5Yaj43qUur81crYPcORYZr,la indie
1244,5L6tkH3jDmFBX9dYdFFQXy,indie poptimism
1245,6D6rjLdxyE5vwhMlkuQq0E,la indie
1246,5AlMHZ9uR5mNkILQFts28e,
1247,0zsLA6Z9NXQyMZr8qXbeiC,
1248,0bFMARD0Nk22WpgsU6icZh,australian electropop
1249,4dI7obVTFWgW4kL5yUkL7f,
1250,2tw4NvPZtBD8x9QhLHK332,
1251,1ikID9RZZMvkuBGDWrqajq,edm
1252,3xbmS6qcRWTyILBoaqAPT4,vapor soul
1253,56SpKYTYuMIsMidg3rYOrF,german indie
1254,5L67d6oZKOOmXcBcMMJdZZ,electronic trap
1255,1ifC4znYCvmMSJ0rght5JS,indie anthem-folk
1256,4UodukR17NIQfNu5uaqm9B,afrofuturism
1257,0YnqxF8FNAMagpmi2T1UjJ,shimmer pop
1258,0yK3OMCL2ODHkynZeBMiDs,indie electropop
1259,0Wkm45quqfx3NepJpXDvwE,art pop
1260,3r0RZ55RKisnnF0jVcYrVR,indie electropop
1261,2AcUPzkVWo81vumdzeLLRN,downtempo
1262,2z6JjrrJKNLilqlx8mlxcc,electropop
1263,4JkbrpoGIJGKuKZoQsWM0c,
1264,7C3Cbtr2PkH2l4tOGhtCsk,electropop
1265,27ze6hCgfr3HcDZAHY60pg,electropop
1266,172xuXJoodPPr7MKOsVOnV,
1267,7MyOyVdHb3cbI7fGZuG6gp,irish indie
1268,3HAGb8WLuYRre506Dr8oJm,icelandic electronic
1269,7wg1qvie3KqDNQbAkTdbX0,edm
1270,3EnbnmqrrvApHJs6FMvYik,electronica
1271,5gBHhcHWRGFsxYVtkHUSfj,nz reggae
1272,5D65DHzw4qysvKA2VJzOtC,uk dance
1273,6YUQJ6WF4FGDqqBQ1LTjL6,
1274,5RTLRtXjbXI2lSXc6jxlAz,alternative r&b
1275,25lIYhqIj0R1AnnmqsTrtO,dutch indie
1276,2ekValwbXG7P55xYXwWOZx,danish electropop
1277,1xkxEEm60IyknT2Eh469mX,vapor pop
1278,108ugtkRFQzP9nGgNiyERO,gainesville indie
1279,7CfGxgCfRwumbKatrTjC4d,bristol indie
1280,5vBrKGOjN10BMwB0cJADj4,electropop
1281,2ePIzx9NjxplS724QMZtsf,alternative dance
1282,1DIr8qPcgJS50FFNfC3nnp,canadian contemporary r&b
1283,4QDvXnbmw1znkqkK1119Fc,electropop
1284,0M2HHtY3OOQzIZxrHkbJLT,synthwave
1285,68nJ4J8L6X6HZNTuZ9e7yT,
1286,4iKklgbBptQhEdkFaeE0nT,british soul
1287,2FXutnm1C8PicDzHZsoUdj,future bass
1288,5gRGeLfkGBsUOv9aJieEey,chill pop
1289,2MPHBxznH1fj59jbOWY38u,afrofuturism
1290,7FDlvgcodNfC0IBdWevl4u,indie anthem-folk
1291,3q4qbeWVDpN7LcwU6db2a7,dutch r&b
1292,7BTM2IUcZZsdCANUS3wFKy,indie electropop
1293,21mKp7DqtSNHhCAU2ugvUw,chillwave
1294,1kG9ua5dH3FUwE19rROck1,
1295,0bdfiayQAKewqEvaU6rXCv,dance pop
1296,0tbeZu9lv8YEKSQ9tZSslu,alternative r&b
1297,1zmozsuAfLwrawutG7x9VA,british soul
1298,3QSEkzZAeOEe55d0RrqY89,
1299,5cxol8ruhBU1QpUick7A42,
1300,5NbFfN1giYBCAJQtrcZObF,indie electropop
1301,6bJCrLZcvsBMzve04BmgwS,aussietronica
1302,6YUQJ6WF4FGDqqBQ1LTjL6,
1303,2Out39zVNtypxCsPsEBYr8,
1304,7L2rePM60cIztWZ7cLlskE,
1305,2D7YyEYEeZY7W6rpuN6WoB,australian electropop
1306,380fnmlGnkyueBMqGWx2k5,alternative dance
1307,7LvvNoUPwTZpgXDWBRrfHg,alternative r&b
1308,5441nqOH4evDBl4IISiadm,polish alternative
1309,41JVKMtlK9ecoACJu1xWca,la indie
1310,4Dftsi4jmHTG1FVqugzP1h,
1311,3PMqVecYp6tFBk7d7SDlPm,vapor soul
1312,6lK8O3kyFThiTmgowQZGOH,ethnotronica
1313,0uG3hwOGxuGEOAyocfCwfl,austrian pop
1314,1qLSzTLKNBRu1byHN1eXoD,
1315,5MdGszDt9p0CjdUYOidTBH,belgian indie
1316,59KX7XUUgAOOo5IyDjca0T,lo-fi beats
1317,2MPHBxznH1fj59jbOWY38u,afrofuturism
1318,60tZRF2LOOUONoZXo2ATtd,
1319,0VEzhZrWBCaoufAiZkjX3G,leipzig indie
1320,3EnbnmqrrvApHJs6FMvYik,electronica
1321,6rqXNMsClfcGgr3LggF7xL,la pop
1322,3EnbnmqrrvApHJs6FMvYik,electronica
1323,7tr9pbgNEKtG0GQTKe08Tz,alternative r&b
1324,09kXLeOXRyfNQMXRaDO4qA,art pop
1325,0Ou0138wEd8XWebhc4j7O0,australian indie
1326,3atb7ypZHaRM3INhuD1v4s,
1327,1XUmEGWZ7MpBZ5jkb0l4iP,australian singer-songwriter
1328,3EnbnmqrrvApHJs6FMvYik,electronica
1329,4QDvXnbmw1znkqkK1119Fc,electropop
1330,7zE0g2ogqJrvSFW9sQQMBe,
1331,4VL17UwE7ktJcG04WdbR9B,danish electropop
1332,10GT4yz8c6xjjnPGtGPI1l,deep house
1333,0L2FsTbvoOWxuRcgSPDd7z,
1334,152t0HrYcs72GHrhM6x5gF,
1335,3vKT7DifMxpG9CWR7c8eC8,bedroom soul
1336,53Gm4E92lh1hMANUw9r2pX,south african alternative
1337,6XrEYPg6rrQMV4GKabTxbE,australian alternative pop
1338,28EyduqESEOVMO6vglvaUZ,indie r&b
1339,2HGAZDmVV3GAH4XFAZdvSG,electro-pop francais
1340,2Q0MyH5YMI5HPQjFjlq5g3,australian electropop
1341,4CTKqs11Zgsv8EZTVzx764,alternative dance
1342,4TrraAsitQKl821DQY42cZ,dance pop
1343,2gaCpvhi31OZtozJKsr5gm,french indie pop
1344,1NdtVeE5bQSYdF2HktpDVk,
1345,1LfqhJiCiHfVzrBOVaBXc1,deep house
1346,6HCkJzbswOIc7Qc5TJ1n5l,alternative r&b
1347,56UIK6wmbbxuQ6VA20vrWD,israeli indie
1348,7vjRpVXoecwKTEsrb9iscj,alternative r&b
1349,0fTav4sBLmYOAzKuJw0grL,alternative r&b
1350,6nxWCVXbOlEVRexSbLsTer,australian dance
1351,7hAolICGSgXJuM6DUpK5rp,alternative dance
1352,6Jrxnp0JgqmeUX1veU591p,alternative dance
1353,4aCkc4HrwC4Dopig7RELoH,electropop
1354,6R4zlGQMWytAfkCpYdumKh,la indie
1355,6FIrstf3kHEg3zBOyLpvxD,baroque pop
1356,7FU0xCgmSYQEiBeevUqQ4S,electropop
1357,0Rcx8Fs982C9oeE1lRm9iJ,
1358,6qgnBH6iDM91ipVXv28OMu,escape room
1359,2CICny47Mu3LqSCe1eu4g0,neo r&b
1360,2NxTSd8rNDFhTQYDeb7pGj,
1361,64N3o9z76C2APyfgQV2HMp,edm
1362,3V1zHjaKSXKbaOEGNHjuPO,
1363,7KGI0OwY8iAL5rI5p47YyK,alternative r&b
1364,5MZshcD6Lsw7qjVsDyi0c5,
1365,3XHO7cRUPCLOr6jwp8vsx5,indie rock
1366,2VarlUiM6Lw0SA7BvwVPRP,art pop
1367,4Mlxc3DHm3Qr5XTaEXHT6f,ethnotronica
1368,1aBDI4nH6OfAkNyUX08O2V,lo-fi house
1369,4o6gglPeg2GgT0FYDtzFeF,indie jazz
1370,3gM7EGFBBygflICkOPdl0k,argentine ambient
1371,40aC0ICH8LjuNvZrh30WtD,deep liquid bass
1372,4IfiBqgIWZ7GmrMtZ2FRHg,
1373,2VarlUiM6Lw0SA7BvwVPRP,art pop
1374,08LrhaMKwKuGbB9XHBEjXF,hangpan
1375,7zrkALJ9ayRjzysp4QYoEg,electronica
1376,45yEuthJ9yq1rNXAOpBnqM,dark disco
1377,6xS3zemJD9h94iueQvGqVk,bass music
1378,6Yae9Ia1nq6JLLojBzwN1r,deep house
1379,3X1fGv94hiyQQ8Sc7GRE0K,bass trip
1380,4zAOqBfNLyWFvj1e3yvypJ,downtempo
1381,6BKSRVMfQ6Aeux4rKG1h9H,vapor twitch
1382,1lqeOtFoEHyRGR9QoRJpEz,j-ambient
1383,7aibxFH8hIlSUlXgshCgAP,electronica
1384,7zrkALJ9ayRjzysp4QYoEg,electronica
1385,2IFjFfl2KXnLdhNziuNOPV,collage pop
1386,0pkLgeB9j465x1QB2kRoy4,australian experimental
1387,5a0etAzO5V26gvlbmHzT9W,downtempo
1388,1CHnBSP2xS4bRyHRenc5aO,african electronic
1389,3NXuIiKwnX4HCLIoKWHhqd,
1390,51Rlwvwkj8L3zakIRr6dUV,deep house
1391,5ZzXaAuivVXuQaHCaRuxlD,
1392,3tSvlEzeDnVbQJBTkIA6nO,electronica
1393,7vByi0TCh4wNTdqNK7dNqe,basel indie
1394,58wDbO29TUyzGTz7gZqOue,organic electronic
1395,1GLnhRhNDXOofP7IlDxT5q,
1396,7xwbnGpTJA94MgILLAeThK,electra
1397,7vByi0TCh4wNTdqNK7dNqe,basel indie
1398,0OltT51j3hIkgaDJqqPzDn,ecuadorian indie
1399,3X1fGv94hiyQQ8Sc7GRE0K,bass trip
1400,2VpAgwoIUYlsWcSb6oLwoZ,french indietronica
1401,4dktzc5hWsQPqmovObGZIG,
1402,64StAk1W7veJKQ9x0rlE2R,chillhop
1403,5Uy8Skuxzxf38jMDTndKIU,indie electronica
1404,0Lhup66w8pghI27mmMDeUk,
1405,56WzaWPSOfPePuPdfHBYr5,
1406,1CHnBSP2xS4bRyHRenc5aO,african electronic
1407,3X1fGv94hiyQQ8Sc7GRE0K,bass trip
1408,1CHnBSP2xS4bRyHRenc5aO,african electronic
1409,3cy0lrMEAKFCqvx9XfiAi8,
1410,4X3iodrExEifEiCd99R2Ya,lithuanian electronic
1411,0CdxxbmCwuQ0dV9LvvyqlO,brighton indie
1412,6qhSGJyEHb6plhGsjaYxAV,
1413,3QvuOoePuqI8kHbA920MYM,
1414,0ttHbJjRLbyrOgRy0oUMug,
1415,3VZj4YxaCNGpQGm95P1lVq,future bass
1416,7aibxFH8hIlSUlXgshCgAP,electronica
1417,3gNjxcKLkMfZYKlLxn0O9F,lo-fi beats
1418,1nw8iwDkSSHqn8S343ODcp,french indietronica
1419,2z0mgUBpRGfMpV39n7sLXw,
1420,4dktzc5hWsQPqmovObGZIG,
1421,25OslGicPT7wGn5Ovf4Uwx,new french touch
1422,1bp9y0lyzSPhnB6Dk8CUaW,brazilian techno
1423,7p8YH6aL25wksiGbUs5xFF,
1424,7uK0DQd6ovJfq8IjDy64fE,chill pop
1425,51Rlwvwkj8L3zakIRr6dUV,deep house
1426,33AlE9XaZmnAtfWFhjNL5e,ethnotronica
1427,6Yu6Z8MkOoeLpHtTU0IE3c,
1428,6LtwY43IVeNpnireOVay0H,irish neo-traditional
1429,2Nrvi6wKKZ0iAaxaBPDBzj,deep idm
1430,4d8OiNWwKaA6MBPq0K06Xa,basel indie
1431,5cdE65wvlFqMFAeQ29MZgr,
1432,51Rlwvwkj8L3zakIRr6dUV,deep house
1433,04KmByEP6icXVY0PvJaMMp,deep disco house
1434,0xGMNVyrwBJYVudabEW1Re,experimental electronic
1435,1YkLBP9z7ymGS5FXHMEl5S,
1436,5rS3QIZCVJiqURLRhc0KW5,
1437,5Uy8Skuxzxf38jMDTndKIU,indie electronica
1438,238y1dKPtMeFEpX3Y6H1Vr,downtempo
1439,3CXevh2SLL5B4cuTedOkj5,one-person band
1440,5L6tkH3jDmFBX9dYdFFQXy,indie poptimism
1441,4LoFoPb8ZxM3dRnNYwhRLj,gothenburg indie
1442,7tzI4rSFTHafjF18ZrNZWx,gothenburg indie
1443,2bNoMMVO2QO6vySQvjn50L,edmonton indie
1444,0K1q0nXQ8is36PzOKAMbNe,alternative dance
1445,6AawJaQO4i99Be2A3w7BTW,australian indie
1446,6AawJaQO4i99Be2A3w7BTW,australian indie
1447,41SQP16hv1TioVYqdckmxT,chillwave
1448,7DJFRl03vIbpkcNWuCNcvD,
1449,0p5axeJsbtTCXBrRVoKjwu,brooklyn indie
1450,5EqHv5lvGgrnkuGEFn67yN,french indietronica
1451,1tho5dJnzdYD57EQkM3SmK,bubblegrunge
1452,2SdK1QDmZIP2hk94rSaLl9,art pop
1453,1btWGBz4Uu1HozTwb2Lm8A,indie pop
1454,77mJc3M7ZT5oOVM7gNdXim,indie garage rock
1455,77mJc3M7ZT5oOVM7gNdXim,indie garage rock
1456,6CoQb7w1IH2ZGgJZV0HaC9,chihuahua indie
1457,3YO2a6i2cfdFbgxk2HDfPe,kent indie
1458,42Cxt8vXx98Cvdj85iGzTW,vancouver indie
1459,6GsnaLbXm8wkridurRHJmi,
1460,5qNtwyORQUfeWWr84TdPXF,
1461,5PkbXJZcSRJ8psmxK3539r,
