,track_id,track_artist,track_artistid,track_name,track_duration,track_popularity,track_releasedate,track_preview,track_image,track_url,track_playlist
24,1cZetVELSONBn0leqDj46m,alt-J,3XHO7cRUPCLOr6jwp8vsx5,3WW,300106,0,2017-03-06,,https://i.scdn.co/image/ab67616d0000b273e44ce6e319c69c791a4390f0,https://open.spotify.com/track/1cZetVELSONBn0leqDj46m,eargasm | breathe easy
25,37o2wypJyP6rTfTI9rlaVY,Louis The Child,7wg1qvie3KqDNQbAkTdbX0,Go,134637,0,2017-03-24,,https://i.scdn.co/image/ab67616d0000b273d8140fb4748ebcef533d9b35,https://open.spotify.com/track/37o2wypJyP6rTfTI9rlaVY,eargasm | breathe easy
26,5y9REghTqu2BkAPMfBTXwk,BEA1991,6F93aFbWjhUtjRKXYmtr1Z,I Am a Joker!,217573,42,2015-07-10,https://p.scdn.co/mp3-preview/44b5191ae26d1e130627388f59392b3094cb026a?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273be28b32b9b84776d2989777e,https://open.spotify.com/track/5y9REghTqu2BkAPMfBTXwk,eargasm | breathe easy
27,5OLpVz8NeM4U9neZVoHZMz,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,Fool's Errand,288413,0,2017-05-12,,https://i.scdn.co/image/ab67616d0000b273626c9edb34c71475e0e30e30,https://open.spotify.com/track/5OLpVz8NeM4U9neZVoHZMz,eargasm | breathe easy
28,7dHnlCaNyGCJiKfKWHXmJQ,Júníus Meyvant,5IL5awl9gUcb2ez9IgmW26,Mr. Minister Great,282266,0,2017-04-25,,https://i.scdn.co/image/ab67616d0000b27317bca4e24aca532ee55d8ed0,https://open.spotify.com/track/7dHnlCaNyGCJiKfKWHXmJQ,eargasm | breathe easy
29,4vDQMtAXkPwRxEqM8oXtMQ,Toro y Moi,6O4EGCCb6DoIiR6B1QCQgp,Omaha,196790,56,2017-04-10,https://p.scdn.co/mp3-preview/bfa17ba9b54873a7b96a1ee6da43a3f3b82e0949?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273c02272f5161852616cbde325,https://open.spotify.com/track/4vDQMtAXkPwRxEqM8oXtMQ,eargasm | breathe easy
30,4ld2TeVRlaYNHWzi52dWsZ,Haux,1ifC4znYCvmMSJ0rght5JS,Cologne,251000,45,2017-08-18,https://p.scdn.co/mp3-preview/15fb26457372a73b234aeee309185c062e98e53c?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273e24c405ffc2b14e028a81ada,https://open.spotify.com/track/4ld2TeVRlaYNHWzi52dWsZ,eargasm | breathe easy
31,6qn2qn12aqeFfIjGodvxjw,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Saint Ivy,224410,46,2017-06-02,https://p.scdn.co/mp3-preview/c43652cb78824584e9c98977d4cd1352e7a075fd?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b2734f5dd456ecd31eb5c17d0b07,https://open.spotify.com/track/6qn2qn12aqeFfIjGodvxjw,eargasm | breathe easy
32,5Q03AJdtfazFoenDKCzVlt,Sidney Gish,2orBKFyc84jo9AZH5jarhI,Persephone,204480,43,2017-12-31,https://p.scdn.co/mp3-preview/0d47ae6b74dfcca9fe4496bf8c6f0e4b00d1c2ff?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b27396986a55d05e037b1f04d81d,https://open.spotify.com/track/5Q03AJdtfazFoenDKCzVlt,eargasm | breathe easy
33,1tMOiAegMc3QN6aD9qhUN4,Chelou,2RwfRD2vlkdztGtVXENShq,Damned Eye See,241818,38,2017-08-04,https://p.scdn.co/mp3-preview/c49ac49d1daecf5d4ecb71210b1e3ec229257630?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b27350b72750df0d36a6b8ec739e,https://open.spotify.com/track/1tMOiAegMc3QN6aD9qhUN4,eargasm | breathe easy
